"Player","Season","Age","Min","Gls","Ast","CrdY","CrdR","G+A","SoT","Cmp","Cmp%","KP","Prog","SCA","GCA","Tkl+Int","Clr","PPM","Team","League","Nationality","Position","player_foot","market_value","race"
"Luis Muriel","2018-2019",27,123,1,1,0,0,146,1,350,795,20,30,410,70,30,10,183,"Sevilla","Spain","Colombia","Midfielder","right",1.3e+07,1
"Luis Muriel","2018-2019",27,123,1,1,0,0,146,1,350,795,20,30,410,70,30,10,183,"Sevilla","Spain","Colombia","Midfielder","right",1.3e+07,1
"Luis Muriel","2017-2018",26,1610,7,2,4,0,5,22,3170,722,180,310,410,40,170,20,124,"Sevilla","Spain","Colombia","Forward","right",1.2e+07,1
"Luis Muriel","2019-2020",28,1260,18,1,1,0,136,34,3770,719,350,550,740,70,200,20,194,"Atalanta","Italy","Colombia","Forward","right",1.5e+07,1
"Luis Muriel","2020-2021",29,1436,22,7,0,0,182,36,5100,704,450,750,990,190,270,70,214,"Atalanta","Italy","Colombia","Forward","right",3e+09,1
"Luis Muriel","2018-2019",27,1441,6,0,1,0,37,14,2590,638,180,410,30,10,220,30,79,"Fiorentina","Italy","Colombia","Forward","right",1.3e+07,1
"Luis Perea","2019-2020",21,21,0,0,0,0,0,0,70,1000,0,0,0,0,0,0,20,"Osasuna","Spain","Spain","Forward","right",4e+07,0
"Luis Pérez","2020-2021",25,1297,0,0,1,0,0,0,4340,694,70,370,110,0,570,550,86,"Valladolid","Spain","Spain","Defender","right",9e+07,0
"Luis Rioja","2020-2021",26,2090,4,2,4,0,26,10,4360,670,250,400,510,100,560,390,91,"Alavés","Spain","Spain","Midfielder","left",3e+08,0
"Luis Rioja","2019-2020",25,1634,0,0,3,0,0,2,3060,702,160,300,270,10,270,160,10,"Alavés","Spain","Spain","Midfielder","left",2e+08,0
"Luis Rojas","2020-2021",18,104,0,0,1,0,0,0,390,780,0,10,10,0,40,10,57,"Crotone","Italy","Chile","Midfielder","right",1700000,0
"Luis Suárez","2020-2021",33,2508,21,3,6,0,86,41,4440,736,270,390,660,100,180,140,219,"Atlético Madrid","Spain","Uruguay","Forward","right",1e+09,0
"Luis Suárez","2020-2021",33,2508,21,3,6,0,86,41,4440,736,270,390,660,100,180,140,219,"Atlético Madrid","Spain","Uruguay","Forward","right",1.5e+07,0
"Luis Suárez","2019-2020",32,1998,16,8,4,0,108,42,5290,759,300,350,740,170,40,60,214,"Barcelona","Spain","Uruguay","Forward","right",2.8e+07,0
"Luis Suárez","2017-2018",30,2897,25,7,9,0,99,55,8120,759,570,810,1320,230,230,300,242,"Barcelona","Spain","Uruguay","Forward","right",7e+09,0
"Luis Suárez","2018-2019",31,2827,21,6,5,0,86,52,7670,748,500,690,1280,270,260,220,239,"Barcelona","Spain","Uruguay","Forward","right",5e+09,0
"Luisinho","2017-2018",32,2621,1,1,12,0,7,4,11410,752,190,880,360,30,1260,600,67,"La Coruña","Spain","Portugal","Defender","left",1200000,0
"Luisinho","2018-2019",33,507,0,0,4,0,0,1,2090,853,20,110,60,0,260,140,57,"Huesca","Spain","Portugal","Defender","left",5e+07,0
"Luisinho","2020-2021",35,179,0,0,1,0,0,0,1000,840,0,80,20,0,50,100,8,"Huesca","Spain","Portugal","Defender","left",2e+07,0
"Luismi","2020-2021",28,168,0,0,0,0,0,0,940,862,0,40,10,0,80,40,109,"Elche","Spain","Spain","Midfielder","right",5e+07,0
"Luiz Araújo","2018-2019",22,781,3,2,2,1,58,9,2320,746,120,260,260,40,240,30,176,"Lille","France","Brazil","Forward","left",7e+08,0
"Luiz Araújo","2017-2018",21,2017,5,2,5,0,31,16,5330,704,260,600,520,70,360,50,82,"Lille","France","Brazil","Forward","left",7e+08,0
"Luiz Araújo","2020-2021",24,1496,4,2,5,0,36,10,4630,758,220,640,500,50,530,40,218,"Lille","France","Brazil","Midfielder","left",1e+09,0
"Luiz Araújo","2019-2020",23,828,2,1,1,0,33,11,2230,722,120,280,310,20,230,70,148,"Lille","France","Brazil","Forward","left",5500000,0
"Luiz Felipe","2020-2021",23,909,0,0,5,0,0,0,5000,916,30,280,70,0,580,270,179,"Lazio","Italy","Brazil","Defender","right",1.8e+07,0
"Luiz Felipe","2018-2019",21,1289,1,1,4,0,14,2,5890,838,30,370,80,10,470,510,159,"Lazio","Italy","Brazil","Defender","right",1e+09,0
"Luiz Felipe","2019-2020",22,2024,1,1,6,0,9,1,10480,897,40,750,150,60,700,770,215,"Lazio","Italy","Brazil","Defender","right",1.6e+07,0
"Luiz Felipe","2017-2018",20,1168,0,1,6,0,8,0,5920,848,10,420,120,10,570,330,206,"Lazio","Italy","Brazil","Defender","right",8e+08,0
"Luiz Gustavo","2018-2019",31,2436,2,0,8,0,7,7,12770,888,80,880,280,70,910,670,143,"Marseille","France","Brazil","Midfielder","left",1e+09,1
"Luiz Gustavo","2019-2020",32,190,0,0,0,0,0,0,880,926,20,60,40,0,110,40,133,"Marseille","France","Brazil","Midfielder","left",5500000,1
"Luiz Gustavo","2017-2018",30,3019,5,2,10,1,21,22,17140,889,160,1620,560,80,1180,370,218,"Marseille","France","Brazil","Midfielder","left",1.5e+07,1
"Luka Krajnc","2018-2019",23,788,0,0,3,0,0,1,2980,801,10,150,30,0,140,390,67,"Frosinone","Italy","Slovenia","Defender","left",8e+07,0
"Lukas Jäger","2018-2019",24,27,0,0,0,0,0,0,40,571,0,0,0,0,30,0,0,"Nürnberg","Germany","Austria","Midfielder","right",2e+07,0
"Lukas Klostermann","2017-2018",21,2190,1,0,2,0,4,3,9410,774,150,870,290,10,700,650,15,"RB Leipzig","Germany","Germany","Defender","right",1.2e+07,0
"Lukas Klostermann","2018-2019",22,2003,5,1,1,0,27,7,7630,747,190,780,340,0,740,770,196,"RB Leipzig","Germany","Germany","Defender","right",3e+09,0
"Lukas Klostermann","2020-2021",24,1446,1,0,2,0,6,2,10190,884,40,790,210,10,450,530,20,"RB Leipzig","Germany","Germany","Defender","right",2.7e+07,0
"Lukas Klostermann","2019-2020",23,2643,3,1,1,0,14,6,15530,861,140,1220,370,40,690,1160,203,"RB Leipzig","Germany","Germany","Defender","right",2.8e+07,0
"Lukas Klünter","2020-2021",24,990,0,0,0,0,0,0,4080,768,30,280,80,30,250,470,10,"Hertha BSC","Germany","Germany","Defender","right",2e+08,0
"Lukas Klünter","2017-2018",21,1336,1,0,6,0,7,8,3610,659,150,360,310,0,320,200,68,"Köln","Germany","Germany","Defender","right",3e+08,0
"Lukas Klünter","2019-2020",23,1878,0,2,5,0,1,0,5730,695,130,410,250,70,650,860,135,"Hertha BSC","Germany","Germany","Defender","right",4e+08,0
"Lukas Klünter","2018-2019",22,592,0,0,2,1,0,1,1810,702,20,140,80,10,210,190,10,"Hertha BSC","Germany","Germany","Defender","right",3e+08,0
"Lukas Kübler","2018-2019",25,1184,0,2,2,0,15,2,3830,677,70,300,140,40,570,450,169,"Freiburg","Germany","Germany","Defender","right",2500000,0
"Lukas Kübler","2019-2020",26,209,0,0,1,0,0,1,770,802,0,90,10,10,40,70,20,"Freiburg","Germany","Germany","Defender","right",2e+08,0
"Lukas Kübler","2020-2021",27,884,0,1,2,0,1,1,2810,671,40,340,100,10,370,340,158,"Freiburg","Germany","Germany","Defender","right",1500000,0
"Lukas Kübler","2017-2018",24,1151,0,0,3,0,0,1,3780,734,40,380,70,20,390,680,10,"Freiburg","Germany","Germany","Defender","right",1500000,0
"Lukas Lerager","2019-2020",26,1387,1,1,5,0,13,5,4940,823,110,460,290,40,420,180,114,"Genoa","Italy","Denmark","Midfielder","right",4e+08,0
"Lukas Lerager","2017-2018",24,3284,3,1,8,0,11,14,12470,767,220,1560,660,30,1480,430,149,"Bordeaux","France","Denmark","Midfielder","right",6e+08,0
"Lukas Lerager","2018-2019",25,1298,0,1,4,0,7,3,5240,794,80,660,240,0,480,300,128,"Bordeaux","France","Denmark","Midfielder","right",6e+08,0
"Lukas Lerager","2018-2019",25,1298,0,1,4,0,7,3,5240,794,80,660,240,0,480,300,128,"Bordeaux","France","Denmark","Midfielder","right",6e+08,0
"Lukas Lerager","2018-2019",25,1122,1,0,4,0,8,5,2870,740,160,370,230,30,600,190,86,"Genoa","Italy","Denmark","Midfielder","right",6e+08,0
"Lukas Lerager","2018-2019",25,1122,1,0,4,0,8,5,2870,740,160,370,230,30,600,190,86,"Genoa","Italy","Denmark","Midfielder","right",6e+08,0
"Lukas Mühl","2018-2019",21,2790,1,0,4,0,3,2,12230,844,40,670,80,10,1080,1680,58,"Nürnberg","Germany","Germany","Defender","right",4500000,0
"Lukas Nmecha","2019-2020",20,131,0,0,1,0,0,0,270,730,10,0,60,0,10,0,10,"Wolfsburg","Germany","Germany","Forward","right",3600000,1
"Lukas Petkov","2020-2021",19,4,0,0,0,0,0,0,10,1000,0,0,0,0,0,0,0,"Augsburg","Germany","Germany","Midfielder","both",2e+07,0
"Lukas Rupp","2018-2019",27,25,0,0,0,0,0,0,70,636,10,0,10,0,20,10,0,"Hoffenheim","Germany","Germany","Midfielder","right",2500000,0
"Lukas Rupp","2019-2020",28,340,0,0,0,0,0,0,1960,754,80,110,140,0,220,40,171,"Hoffenheim","Germany","Germany","Midfielder","right",2400000,0
"Lukas Rupp","2017-2018",26,1160,3,2,1,0,39,6,3600,750,160,500,350,60,520,110,152,"Hoffenheim","Germany","Germany","Midfielder","right",4500000,0
"Lukas Rupp","2019-2020",28,695,0,0,1,0,0,2,1350,871,10,130,50,10,160,20,58,"Norwich City","England","Germany","Forward","right",2400000,0
"Lukas Rupp","2019-2020",28,340,0,0,0,0,0,0,1960,754,80,110,140,0,220,40,171,"Hoffenheim","Germany","Germany","Midfielder","right",2400000,0
"Lukas Rupp","2019-2020",28,695,0,0,1,0,0,2,1350,871,10,130,50,10,160,20,58,"Norwich City","England","Germany","Forward","right",2400000,0
"Luke Amos","2018-2019",21,3,0,0,0,0,0,0,10,500,0,0,0,0,10,10,30,"Tottenham","England","England","Midfielder","left",1e+07,0
"Luke Ayling","2020-2021",28,3399,0,0,7,0,0,6,21090,793,250,2030,490,40,1720,1110,155,"Leeds United","England","England","Defender","right",5e+08,0
"Luke Freeman","2019-2020",27,366,0,0,2,0,0,0,1100,733,30,80,50,0,120,60,127,"Sheffield Utd","England","England","Midfielder","left",2800000,0
"Luke Shaw","2020-2021",25,2654,1,5,8,0,2,6,16450,816,710,1540,1110,110,900,540,184,"Manchester Utd","England","England","Defender","left",3.5e+07,0
"Luke Shaw","2019-2020",24,1733,0,0,7,0,0,5,11210,865,200,1100,420,10,490,580,179,"Manchester Utd","England","England","Defender","left",17500000,0
"Luke Shaw","2018-2019",23,2591,1,4,11,0,17,6,16670,841,330,1740,670,100,750,920,179,"Manchester Utd","England","England","Defender","left",3e+09,0
"Luke Shaw","2017-2018",22,790,0,0,2,0,0,5,4770,814,80,410,210,0,260,210,218,"Manchester Utd","England","England","Defender","left",1.5e+07,0
"Luke Thomas","2020-2021",19,969,1,0,2,0,9,3,3590,742,50,280,140,30,390,260,143,"Leicester City","England","England","Defender","left",5e+08,0
"Luuk de Jong","2020-2021",29,1268,4,0,3,0,28,11,2610,746,120,90,250,10,130,140,191,"Sevilla","Spain","Netherlands","Forward","right",1e+09,0
"Luuk de Jong","2019-2020",28,2059,6,1,2,0,31,24,3890,716,180,310,350,50,230,230,194,"Sevilla","Spain","Netherlands","Forward","right",9500000,0
"Lyanco","2018-2019",21,90,0,0,0,0,0,0,190,760,0,10,0,0,30,90,5,"Torino","Italy","Brazil","Defender","right",8e+08,1
"Lyanco","2018-2019",21,90,0,0,0,0,0,0,190,760,0,10,0,0,30,90,5,"Torino","Italy","Brazil","Defender","right",8e+08,1
"Lyanco","2017-2018",20,316,0,0,0,0,0,0,1380,852,0,170,0,0,160,130,125,"Torino","Italy","Brazil","Defender","right",4e+08,1
"Lyanco","2018-2019",21,1119,1,0,2,1,8,2,4240,830,30,380,110,10,520,700,20,"Bologna","Italy","Brazil","Defender","right",8e+08,1
"Lyanco","2018-2019",21,1119,1,0,2,1,8,2,4240,830,30,380,110,10,520,700,20,"Bologna","Italy","Brazil","Defender","right",8e+08,1
"Lyanco","2020-2021",23,1959,0,0,8,0,0,3,10780,864,40,640,130,10,720,1020,78,"Torino","Italy","Brazil","Defender","right",5e+08,1
"Lyanco","2019-2020",22,1176,0,0,5,0,0,0,5520,851,10,370,70,0,410,650,65,"Torino","Italy","Brazil","Defender","right",6500000,1
"Lyle Foster","2019-2020",18,62,0,0,0,0,0,0,110,786,0,0,10,0,0,10,0,"Monaco","France","South Africa","Forward","right",1300000,1
"Lys Mousset","2020-2021",24,296,0,0,0,0,0,2,400,800,30,30,40,0,0,10,0,"Sheffield Utd","England","France","Forward","right",9e+08,1
"Lys Mousset","2019-2020",23,1240,6,4,1,0,73,9,1760,736,110,120,260,50,150,20,153,"Sheffield Utd","England","France","Forward","right",9500000,1
"Lys Mousset","2018-2019",22,368,1,0,1,0,24,7,850,708,40,100,110,0,70,20,10,"Bournemouth","England","France","Forward","right",3500000,1
"Lys Mousset","2017-2018",21,596,2,0,1,0,3,5,1030,589,30,140,110,10,120,60,122,"Bournemouth","England","France","Midfielder","right",4e+08,1
"M'Bala Nzola","2020-2021",23,1896,11,3,5,0,66,14,4090,850,200,110,480,70,180,190,108,"Spezia","Italy","Angola","Forward","left",4e+08,1
"M'Baye Niang","2017-2018",22,1532,4,2,5,0,35,18,3660,715,190,250,450,40,440,110,10,"Torino","Italy","Senegal","Forward","right",1e+09,1
"M'Baye Niang","2017-2018",22,1532,4,2,5,0,35,18,3660,715,190,250,450,40,440,110,10,"Torino","Italy","Senegal","Forward","right",1e+09,1
"M'Baye Niang","2018-2019",23,1793,11,4,5,0,75,23,2930,696,120,280,370,90,330,120,138,"Rennes","France","Senegal","Forward","right",1.2e+07,1
"M'Baye Niang","2018-2019",23,1793,11,4,5,0,75,23,2930,696,120,280,370,90,330,120,138,"Rennes","France","Senegal","Forward","right",1.2e+07,1
"M'Baye Niang","2019-2020",24,2126,10,0,2,0,42,27,3540,707,100,280,360,50,190,190,177,"Rennes","France","Senegal","Forward","right",1.2e+07,1
"Mads Pedersen","2020-2021",23,887,0,0,1,0,0,0,2970,704,120,180,190,10,480,280,47,"Augsburg","Germany","Denmark","Defender","left",1100000,0
"Mads Pedersen","2019-2020",22,96,0,1,0,0,94,0,250,758,20,20,30,10,70,0,0,"Augsburg","Germany","Denmark","Defender","left",725000,0
"Mahdi Camara","2020-2021",22,3290,3,2,4,0,14,10,14490,863,250,1040,610,40,1660,720,122,"Saint-Étienne","France","France","Midfielder","right",5e+08,1
"Mahdi Camara","2019-2020",21,901,0,0,2,1,0,2,3880,838,20,230,90,30,530,100,10,"Saint-Étienne","France","France","Midfielder","right",1e+08,1
"Mahdi Camara","2018-2019",20,10,0,0,0,0,0,0,10,1000,0,0,0,0,0,20,30,"Saint-Étienne","France","France","Forward","right",3e+07,1
"Mahmoud Dahoud","2019-2020",23,558,0,1,1,0,16,4,4470,901,60,380,150,30,210,80,217,"Dortmund","Germany","Germany","Midfielder","right",6500000,1
"Mahmoud Dahoud","2020-2021",24,1258,1,1,2,0,14,5,7860,861,120,640,360,50,570,140,214,"Dortmund","Germany","Germany","Midfielder","right",1.6e+07,1
"Mahmoud Dahoud","2018-2019",22,697,1,0,2,0,13,2,3730,820,80,450,180,30,300,110,207,"Dortmund","Germany","Germany","Midfielder","right",1.4e+07,1
"Mahmoud Dahoud","2017-2018",21,1146,0,4,4,0,31,7,5680,838,190,610,360,70,500,70,213,"Dortmund","Germany","Germany","Midfielder","right",1.8e+07,1
"Makhtar Gueye","2018-2019",20,50,1,1,0,0,36,1,90,529,20,0,30,20,30,0,12,"Saint-Étienne","France","Senegal","Forward","right",350000,1
"Makoto Hasebe","2018-2019",34,2520,0,0,4,0,0,1,12300,842,60,1190,150,20,770,1020,168,"Eint Frankfurt","Germany","Japan","Defender","right",1e+08,1
"Makoto Hasebe","2017-2018",33,2090,0,0,3,1,0,1,10090,874,50,670,110,0,490,720,146,"Eint Frankfurt","Germany","Japan","Defender","right",1e+08,1
"Makoto Hasebe","2019-2020",35,1968,0,0,3,0,0,0,12100,881,110,1020,230,20,550,720,135,"Eint Frankfurt","Germany","Japan","Defender","right",8e+07,1
"Makoto Hasebe","2020-2021",36,2288,0,0,5,0,0,1,14810,890,50,1360,390,10,880,730,186,"Eint Frankfurt","Germany","Japan","Defender","right",8e+07,1
"Maksym Koval","2017-2018",24,121,0,0,0,1,0,0,210,618,0,0,0,0,0,0,5,"La Coruña","Spain","Ukraine",NA,"right",1e+08,0
"Malang Sarr","2018-2019",19,2994,1,1,1,0,6,1,19200,888,60,1180,140,10,1030,1180,151,"Nice","France","France","Defender","left",1.8e+07,1
"Malang Sarr","2019-2020",20,1454,1,0,2,0,6,1,10550,903,20,690,70,0,440,430,163,"Nice","France","France","Defender","left",1.6e+07,1
"Malang Sarr","2017-2018",18,1322,0,0,1,0,0,1,9330,884,50,520,130,0,450,300,138,"Nice","France","France","Defender","left",1.5e+07,1
"Malcom","2017-2018",20,2856,12,7,2,0,6,31,11460,749,860,1440,1690,190,330,20,154,"Bordeaux","France","Brazil","Forward","left",4.5e+07,1
"Malcom","2018-2019",21,614,1,2,0,0,44,6,2730,830,120,210,200,40,50,20,173,"Barcelona","Spain","Brazil","Forward","left",4e+09,1
"Malick Thiaw","2020-2021",18,1452,1,0,5,1,6,4,6220,817,20,270,60,0,800,800,53,"Schalke 04","Germany","Germany","Defender","right",3500000,1
"Malik Tchokounté","2018-2019",29,1473,0,2,3,0,12,6,3100,672,70,190,140,50,240,200,93,"Caen","France","France","Forward","right",1e+08,1
"Malo Gusto","2020-2021",17,2,0,0,0,0,0,0,10,1000,0,0,0,0,0,0,30,"Lyon","France","France","Defender","right",5e+07,0
"Mamadou Doucouré","2019-2020",21,2,0,0,0,0,0,0,90,1000,0,0,0,0,0,0,30,"M'Gladbach","Germany","France","Midfielder","left",450000,1
"Mamadou Fofana","2020-2021",22,1070,0,0,2,0,0,0,3770,840,20,140,50,0,460,410,131,"Metz","France","Mali","Midfielder","right",2800000,1
"Mamadou Fofana","2019-2020",21,1587,0,0,4,0,0,0,6450,874,40,290,130,0,730,840,12,"Metz","France","Mali","Defender","right",3200000,1
"Mamadou Sakho","2017-2018",27,1600,1,2,1,0,17,1,6280,853,20,370,40,30,620,1250,147,"Crystal Palace","England","France","Defender","left",1.5e+07,1
"Mamadou Sakho","2019-2020",29,931,0,0,1,1,0,0,4510,874,10,260,10,0,190,530,107,"Crystal Palace","England","France","Defender","left",9500000,1
"Mamadou Sakho","2020-2021",30,276,0,0,0,0,0,0,720,878,0,30,0,0,40,140,15,"Crystal Palace","England","France","Defender","left",6e+08,1
"Mamadou Sakho","2018-2019",28,2416,0,0,2,0,0,0,11470,889,60,920,90,0,660,1630,111,"Crystal Palace","England","France","Defender","left",1.5e+07,1
"Mamoudou Karamoko","2019-2020",20,9,0,0,0,0,0,0,40,571,0,10,10,0,0,0,30,"Wolfsburg","Germany","France","Midfielder","right",2e+07,1
"Mandela Egbo","2017-2018",19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,"M'Gladbach","Germany","England","Midfielder","right",1e+07,1
"Manolo Gabbiadini","2018-2019",26,476,1,0,0,0,19,8,810,686,30,40,110,10,110,50,5,"Southampton","England","Italy","Forward","left",1.2e+07,0
"Manolo Gabbiadini","2018-2019",26,812,4,2,5,0,67,12,2250,714,150,270,280,40,70,40,133,"Sampdoria","Italy","Italy","Forward","left",1.2e+07,0
"Manolo Gabbiadini","2018-2019",26,812,4,2,5,0,67,12,2250,714,150,270,280,40,70,40,133,"Sampdoria","Italy","Italy","Forward","left",1.2e+07,0
"Manolo Gabbiadini","2017-2018",25,1081,5,0,2,0,42,9,1500,711,60,70,90,10,160,50,86,"Southampton","England","Italy","Forward","left",1.2e+07,0
"Manolo Gabbiadini","2019-2020",27,2035,11,1,2,0,53,35,3770,649,340,340,800,80,270,120,121,"Sampdoria","Italy","Italy","Forward","left",9500000,0
"Manolo Gabbiadini","2020-2021",28,870,3,2,1,0,52,13,1650,733,120,300,260,70,60,60,144,"Sampdoria","Italy","Italy","Forward","left",5e+08,0
"Manolo Gabbiadini","2018-2019",26,476,1,0,0,0,19,8,810,686,30,40,110,10,110,50,5,"Southampton","England","Italy","Forward","left",1.2e+07,0
"Manolo Portanova","2020-2021",20,70,0,0,1,0,0,1,170,773,0,30,40,10,30,0,20,"Juventus","Italy","Italy","Forward","right",1e+08,0
"Manolo Portanova","2020-2021",20,66,0,0,0,0,0,2,210,913,0,0,0,0,50,20,10,"Genoa","Italy","Italy","Defender","right",1e+08,0
"Manolo Portanova","2018-2019",18,33,0,0,1,0,0,0,60,600,0,10,0,0,30,10,0,"Juventus","Italy","Italy","Midfielder","right",8e+07,0
"Manu García","2020-2021",34,1124,0,0,9,1,0,2,2780,715,50,250,110,10,390,300,115,"Alavés","Spain","Spain","Midfielder","left",8e+07,0
"Manu García","2018-2019",20,1843,0,4,2,1,2,3,7480,787,220,1030,470,50,480,50,103,"Toulouse","France","Spain","Midfielder","left",2e+08,0
"Manu García","2019-2020",33,1967,0,0,11,1,0,7,5210,734,20,490,100,0,640,610,10,"Alavés","Spain","Spain","Midfielder","left",1400000,0
"Manu García","2018-2019",32,2330,2,1,6,0,12,5,7180,755,120,790,310,10,1060,740,135,"Alavés","Spain","Spain","Midfielder","right",5e+08,0
"Manu García","2018-2019",20,1843,0,4,2,1,2,3,7480,787,220,1030,470,50,480,50,103,"Toulouse","France","Spain","Midfielder","right",5e+08,0
"Manu García","2017-2018",31,2438,3,0,9,0,11,8,7240,726,150,650,410,20,1220,550,13,"Alavés","Spain","Spain","Midfielder","left",1800000,0
"Manu García","2018-2019",32,2330,2,1,6,0,12,5,7180,755,120,790,310,10,1060,740,135,"Alavés","Spain","Spain","Midfielder","left",2e+08,0
"Manu Morlanes","2019-2020",20,253,0,1,0,0,36,0,1770,922,60,190,80,10,80,20,211,"Villarreal","Spain","Spain","Midfielder","right",1800000,0
"Manu Morlanes","2018-2019",19,610,0,3,2,0,44,0,2730,827,90,390,140,40,210,60,14,"Villarreal","Spain","Spain","Midfielder","right",2500000,0
"Manu Trigueros","2017-2018",25,2690,3,4,10,2,23,7,15640,845,480,1490,810,80,780,370,165,"Villarreal","Spain","Spain","Midfielder","right",2e+09,0
"Manu Trigueros","2020-2021",28,2527,1,6,6,1,25,8,13970,860,330,1420,670,110,740,210,154,"Villarreal","Spain","Spain","Midfielder","right",1.2e+07,0
"Manu Trigueros","2018-2019",26,1547,0,0,3,0,0,1,8630,858,140,880,360,10,560,210,96,"Villarreal","Spain","Spain","Midfielder","right",1.5e+07,0
"Manu Trigueros","2019-2020",27,1547,2,4,6,0,35,9,7840,854,310,880,630,60,370,290,148,"Villarreal","Spain","Spain","Midfielder","right",1.2e+07,0
"Manu Vallejo","2019-2020",22,418,2,0,0,0,43,3,700,745,30,30,110,10,60,30,173,"Valencia","Spain","Spain","Midfielder","right",4800000,0
"Manu Vallejo","2020-2021",23,950,5,0,2,0,47,13,1910,749,50,270,180,10,260,30,11,"Valencia","Spain","Spain","Forward","right",7e+08,0
"Manuel Akanji","2019-2020",24,2309,0,1,2,0,4,2,17670,916,30,850,100,30,620,850,214,"Dortmund","Germany","Switzerland","Defender","right",2e+09,1
"Manuel Akanji","2020-2021",25,2350,2,0,4,0,8,4,19490,929,20,1280,150,10,840,1060,182,"Dortmund","Germany","Switzerland","Defender","right",3e+09,1
"Manuel Akanji","2018-2019",23,2205,1,0,1,0,4,2,16980,929,60,930,180,50,510,1020,228,"Dortmund","Germany","Switzerland","Defender","right",4e+09,1
"Manuel Akanji","2017-2018",22,904,0,0,2,0,0,2,5210,863,10,390,60,10,270,580,182,"Dortmund","Germany","Switzerland","Defender","right",2.2e+07,1
"Manuel Cabit","2019-2020",26,270,0,1,2,0,33,0,1040,671,20,80,60,10,110,30,133,"Metz","France","Martinique","Defender","left",650000,1
"Manuel Gulde","2018-2019",27,1712,1,0,3,0,5,2,7290,817,30,620,130,10,390,760,11,"Freiburg","Germany","Germany","Defender","right",4e+08,0
"Manuel Gulde","2020-2021",29,1954,2,0,3,0,9,5,8980,885,0,480,60,10,520,870,148,"Freiburg","Germany","Germany","Defender","right",2400000,0
"Manuel Gulde","2017-2018",26,1530,1,0,1,0,6,3,6510,853,10,510,10,0,210,1180,10,"Freiburg","Germany","Germany","Defender","right",2500000,0
"Manuel Gulde","2019-2020",28,1371,1,0,0,0,7,2,7030,859,50,640,170,10,420,910,94,"Freiburg","Germany","Germany","Defender","right",2400000,0
"Manuel Iturra","2018-2019",34,74,0,0,1,0,0,0,470,855,0,50,0,0,40,30,133,"Villarreal","Spain","Chile","Midfielder","right",4e+07,0
"Manuel Iturra","2017-2018",33,1583,0,1,6,0,6,1,4760,780,90,420,160,0,690,130,45,"Málaga","Spain","Chile","Midfielder","right",1e+08,0
"Manuel Lanzini","2017-2018",24,2042,5,6,4,0,48,16,10620,828,400,1210,720,110,630,70,111,"West Ham","England","Argentina","Midfielder","right",2e+09,0
"Manuel Lanzini","2018-2019",25,686,1,1,2,0,26,4,4080,866,60,390,170,30,150,30,15,"West Ham","England","Argentina","Midfielder","right",2e+09,0
"Manuel Lanzini","2019-2020",26,1379,0,2,1,0,13,7,6740,845,310,720,580,50,200,40,83,"West Ham","England","Argentina","Midfielder","right",1.6e+07,0
"Manuel Lanzini","2020-2021",27,566,1,1,1,0,32,3,3270,889,110,200,200,40,120,50,147,"West Ham","England","Argentina","Midfielder","right",1e+09,0
"Manuel Lazzari","2019-2020",25,2548,0,3,6,0,11,9,8450,792,380,400,600,60,240,380,20,"Lazio","Italy","Italy","Defender","right",14500000,0
"Manuel Lazzari","2020-2021",26,2613,2,5,2,1,24,6,9500,805,300,380,630,80,520,320,175,"Lazio","Italy","Italy","Defender","right",2.1e+07,0
"Manuel Lazzari","2018-2019",24,2835,0,8,7,0,25,5,11020,749,550,700,1000,130,500,350,124,"SPAL","Italy","Italy","Midfielder","right",1.8e+07,0
"Manuel Lazzari","2017-2018",23,3116,2,1,4,0,9,4,11890,774,290,970,680,20,770,570,97,"SPAL","Italy","Italy","Defender","right",6e+08,0
"Manuel Locatelli","2020-2021",22,2883,4,2,9,0,19,9,24360,875,410,2660,860,100,1300,700,176,"Sassuolo","Italy","Italy","Midfielder","right",3.5e+07,0
"Manuel Locatelli","2019-2020",21,2586,0,5,9,0,17,6,18860,866,470,1640,930,80,1020,380,145,"Sassuolo","Italy","Italy","Midfielder","right",15500000,0
"Manuel Locatelli","2017-2018",19,684,0,0,4,0,0,5,4620,849,100,430,260,10,240,150,181,"Milan","Italy","Italy","Midfielder","right",8e+08,0
"Manuel Locatelli","2018-2019",20,1847,2,4,7,0,29,7,10560,856,370,930,770,50,620,340,10,"Sassuolo","Italy","Italy","Midfielder","right",1.2e+07,0
"Manuel Locatelli","2018-2019",20,1847,2,4,7,0,29,7,10560,856,370,930,770,50,620,340,10,"Sassuolo","Italy","Italy","Midfielder","right",1.2e+07,0
"Manuel Pasqual","2018-2019",36,1342,1,2,2,0,2,0,7050,675,210,950,330,20,350,310,10,"Empoli","Italy","Italy","Defender","left",3e+07,0
"Manuel Prietl","2020-2021",28,2517,1,1,3,0,7,5,7960,800,80,550,310,50,1140,350,10,"Arminia","Germany","Austria","Midfielder","right",1800000,0
"Manuel Pucciarelli","2018-2019",27,302,0,0,1,0,0,0,730,745,20,0,30,0,50,0,3,"Chievo","Italy","Italy","Forward","right",2e+08,0
"Manuel Pucciarelli","2018-2019",27,302,0,0,1,0,0,0,730,745,20,0,30,0,50,0,3,"Chievo","Italy","Italy","Forward","right",2e+08,0
