"Player","Season","Age","Min","Gls","Ast","CrdY","CrdR","G+A","SoT","Cmp","Cmp%","KP","Prog","SCA","GCA","Tkl+Int","Clr","PPM","Team","League","Nationality","Position","player_foot","market_value","race"
"Diego Rolán","2018-2019",25,298,0,0,1,0,0,2,730,820,20,50,80,0,90,30,10,"Alavés","Spain","Uruguay","Forward","right",2e+08,1
"Dilane Bakwa","2020-2021",17,56,0,0,0,0,0,2,360,900,10,20,50,10,30,0,143,"Bordeaux","France","France","Forward","right",7e+07,1
"Dimitri Bisoli","2019-2020",25,2152,1,1,6,0,8,9,5090,652,230,940,440,10,980,480,6,"Brescia","Italy","Italy","Midfielder","right",2800000,0
"Dimitri Foulquier","2019-2020",26,59,0,0,0,0,0,0,100,769,10,20,10,0,20,10,33,"Watford","England","France","Defender","right",2e+08,1
"Dimitri Foulquier","2018-2019",25,1799,3,2,7,0,25,4,2910,613,150,360,280,40,600,310,184,"Getafe","Spain","France","Midfielder","right",3500000,1
"Dimitri Foulquier","2018-2019",25,1799,3,2,7,0,25,4,2910,613,150,360,280,40,600,310,184,"Getafe","Spain","France","Midfielder","right",3500000,1
"Dimitri Foulquier","2019-2020",26,1119,1,0,4,0,8,2,2810,680,40,300,110,0,280,390,153,"Granada","Spain","France","Defender","right",2e+08,1
"Dimitri Foulquier","2019-2020",26,1119,1,0,4,0,8,2,2810,680,40,300,110,0,280,390,153,"Granada","Spain","France","Defender","right",2e+08,1
"Dimitri Foulquier","2017-2018",24,1241,0,2,2,0,15,0,5050,772,80,390,150,20,400,160,75,"Strasbourg","France","France","Defender","right",2e+08,1
"Dimitri Foulquier","2019-2020",26,59,0,0,0,0,0,0,100,769,10,20,10,0,20,10,33,"Watford","England","France","Defender","right",2e+08,1
"Dimitri Foulquier","2020-2021",27,2663,0,4,7,0,14,4,8330,762,100,800,230,50,760,810,131,"Granada","Spain","France","Defender","right",3500000,1
"Dimitri Liénard","2018-2019",30,1291,0,2,1,0,14,7,6760,779,150,460,300,20,480,170,164,"Strasbourg","France","France","Midfielder","left",2e+08,0
"Dimitri Liénard","2017-2018",29,2601,5,5,7,0,35,18,12100,721,650,1200,1090,110,1130,290,115,"Strasbourg","France","France","Midfielder","left",2e+08,0
"Dimitri Liénard","2019-2020",31,1489,2,3,3,0,3,10,8100,780,340,770,650,100,630,220,145,"Strasbourg","France","France","Midfielder","left",1600000,0
"Dimitri Liénard","2020-2021",32,1829,2,4,2,0,3,8,8530,739,450,920,730,70,780,130,115,"Strasbourg","France","France","Midfielder","left",1e+08,0
"Dimitri Oberlin","2018-2019",20,139,0,0,0,0,0,0,180,667,0,30,0,0,30,10,6,"Empoli","Italy","Switzerland","Forward","right",2800000,0
"Dimitri Payet","2019-2020",32,1930,9,4,6,1,61,23,7750,699,880,1190,1390,110,260,140,214,"Marseille","France","France","Forward","right",1e+09,1
"Dimitri Payet","2020-2021",33,2417,7,10,4,2,63,17,10470,718,640,1430,1110,160,440,110,142,"Marseille","France","France","Forward","right",5e+08,1
"Dimitri Payet","2018-2019",31,1904,4,6,3,0,47,13,8400,692,850,1000,1360,110,160,50,168,"Marseille","France","France","Midfielder","right",12500000,1
"Dimitri Payet","2017-2018",30,2347,6,13,6,0,73,18,11980,741,1260,1940,2010,260,350,20,203,"Marseille","France","France","Midfielder","right",2.2e+07,1
"Diogo Dalot","2020-2021",21,1090,1,1,5,0,17,5,4630,758,90,420,180,30,550,540,21,"Milan","Italy","Portugal","Defender","right",1e+09,0
"Diogo Dalot","2018-2019",19,1013,0,2,3,0,18,0,3940,715,170,410,240,20,340,390,169,"Manchester Utd","England","Portugal","Defender","right",2e+09,0
"Diogo Dalot","2019-2020",20,67,0,0,0,0,0,0,510,797,0,20,0,0,30,40,10,"Manchester Utd","England","Portugal","Defender","right",1.8e+07,0
"Diogo Jota","2018-2019",21,2355,9,5,11,0,54,23,5990,752,290,690,790,110,450,100,161,"Wolves","England","Portugal","Forward","right",3.5e+07,0
"Diogo Jota","2019-2020",22,2284,7,1,4,0,32,26,6810,791,320,560,910,60,400,90,144,"Wolves","England","Portugal","Forward","right",2.8e+07,0
"Diogo Jota","2020-2021",23,1112,9,0,2,0,73,26,3270,725,120,460,340,30,220,40,20,"Liverpool","England","Portugal","Forward","right",4.5e+07,0
"Dion Lopy","2020-2021",18,256,0,0,0,0,0,0,950,872,20,70,60,10,60,10,75,"Reims","France","Senegal","Midfielder","right",8e+07,1
"Dion Ruffo Luci","2019-2020",18,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,10,"Bologna","Italy","Italy","Midfielder","left",1e+07,0
"Divock Origi","2017-2018",22,10,0,0,0,0,0,0,10,500,0,0,0,0,80,160,10,"Liverpool","England","Belgium","Forward","right",1e+09,1
"Divock Origi","2017-2018",22,1967,6,2,2,0,37,24,3110,751,140,160,390,60,0,0,87,"Wolfsburg","Germany","Belgium","Forward","right",1e+09,1
"Divock Origi","2017-2018",22,10,0,0,0,0,0,0,10,500,0,0,0,0,80,160,10,"Liverpool","England","Belgium","Forward","right",1e+09,1
"Divock Origi","2020-2021",25,186,0,0,0,0,0,2,460,767,20,10,30,0,60,20,133,"Liverpool","England","Belgium","Forward","right",1.2e+07,1
"Divock Origi","2019-2020",24,717,4,1,1,0,63,6,1580,721,60,100,220,30,170,70,254,"Liverpool","England","Belgium","Forward","right",1.6e+07,1
"Divock Origi","2018-2019",23,371,3,1,0,0,97,6,770,670,30,70,80,10,80,10,25,"Liverpool","England","Belgium","Forward","right",2e+09,1
"Divock Origi","2017-2018",22,1967,6,2,2,0,37,24,3110,751,140,160,390,60,0,0,87,"Wolfsburg","Germany","Belgium","Forward","right",1e+09,1
"Djavan Anderson","2020-2021",25,72,0,0,0,0,0,0,240,727,0,10,0,0,0,0,10,"Lazio","Italy","Netherlands","Defender","right",4e+07,0
"Djavan Anderson","2019-2020",24,167,0,0,1,0,0,0,580,853,0,0,20,0,20,20,167,"Lazio","Italy","Netherlands","Defender","right",3e+07,0
"Djené","2017-2018",25,3238,1,0,9,0,3,2,7170,681,30,710,120,20,1310,1340,144,"Getafe","Spain","Togo","Defender","right",1.5e+07,1
"Djené","2018-2019",26,2976,0,0,13,2,0,1,7050,725,50,720,210,40,1130,1850,165,"Getafe","Spain","Togo","Defender","right",2.5e+07,1
"Djené","2019-2020",27,3060,0,0,5,0,0,1,6830,732,60,780,110,0,830,2320,138,"Getafe","Spain","Togo","Defender","right",2.4e+07,1
"Djené","2020-2021",28,2941,0,1,8,2,3,0,7220,770,50,590,140,40,1160,2100,109,"Getafe","Spain","Togo","Defender","right",1.8e+07,1
"Djibril Sidibé","2020-2021",28,1980,0,2,3,0,9,0,15220,834,250,1330,540,40,1090,630,217,"Monaco","France","France","Defender","right",8e+08,1
"Djibril Sidibé","2019-2020",27,1824,0,4,3,0,2,3,9090,780,190,1090,370,40,1160,500,132,"Everton","England","France","Defender","right",9500000,1
"Djibril Sidibé","2017-2018",25,2153,2,4,4,0,25,9,13720,833,310,1750,660,110,1000,230,219,"Monaco","France","France","Defender","right",2.3e+07,1
"Djibril Sidibé","2018-2019",26,2076,0,2,5,0,9,3,10610,743,330,1330,600,40,820,560,88,"Monaco","France","France","Defender","right",1.5e+07,1
"Djibril Sow","2020-2021",23,2175,0,2,6,0,8,3,10750,885,190,1140,400,50,1220,320,171,"Eint Frankfurt","Germany","Switzerland","Midfielder","right",1.5e+07,1
"Djibril Sow","2019-2020",22,1746,1,3,2,0,21,3,7170,818,250,750,450,60,840,310,131,"Eint Frankfurt","Germany","Switzerland","Midfielder","right",9500000,1
"Dodi Lukebakio","2018-2019",20,1972,10,3,6,0,59,27,4440,746,220,360,540,50,310,190,129,"Düsseldorf","Germany","Belgium","Forward","left",1.8e+07,1
"Dodi Lukebakio","2019-2020",21,2031,7,6,2,0,58,18,4800,754,350,480,660,110,410,130,113,"Hertha BSC","Germany","Belgium","Forward","left",1.7e+07,1
"Dodi Lukebakio","2020-2021",22,1855,5,5,4,1,49,18,4000,750,210,340,430,70,360,100,10,"Hertha BSC","Germany","Belgium","Forward","left",1.3e+07,1
"Dodi Lukebakio","2018-2019",20,1972,10,3,6,0,59,27,4440,746,220,360,540,50,310,190,129,"Düsseldorf","Germany","Belgium","Forward","left",1.8e+07,1
"Dodi Lukebakio","2017-2018",19,16,0,0,0,0,0,0,60,750,10,20,10,0,10,0,0,"Watford","England","Belgium","Midfielder","left",3e+08,1
"Domenico Berardi","2017-2018",22,2296,4,2,8,1,24,23,6470,661,560,1010,1170,50,430,140,113,"Sassuolo","Italy","Italy","Forward","left",1.8e+07,0
"Domenico Berardi","2020-2021",25,2475,17,7,4,0,87,30,9880,762,570,1640,1290,170,740,390,177,"Sassuolo","Italy","Italy","Forward","left",3.5e+07,0
"Domenico Berardi","2018-2019",23,2875,8,4,5,1,38,29,9550,716,510,1490,1250,110,710,220,111,"Sassuolo","Italy","Italy","Forward","left",2e+09,0
"Domenico Berardi","2019-2020",24,2493,14,10,6,1,87,44,8790,737,530,1210,1170,140,770,260,148,"Sassuolo","Italy","Italy","Forward","left",1.9e+07,0
"Domenico Criscito","2020-2021",33,1726,1,0,6,0,5,1,8570,815,60,800,140,0,780,770,143,"Genoa","Italy","Italy","Defender","left",1500000,0
"Domenico Criscito","2019-2020",32,2053,8,0,7,0,35,2,9640,771,220,980,340,10,1070,830,115,"Genoa","Italy","Italy","Defender","left",2400000,0
"Domenico Criscito","2018-2019",31,3070,2,4,12,1,18,5,12670,722,470,1870,710,80,1620,1700,109,"Genoa","Italy","Italy","Defender","left",4e+08,0
"Domenico Maietta","2018-2019",35,1714,0,0,5,0,0,2,8430,853,50,680,160,0,450,810,105,"Empoli","Italy","Italy","Defender","right",3e+07,0
"Domenico Maietta","2017-2018",34,468,0,0,1,0,0,0,2100,854,0,120,10,0,70,140,20,"Bologna","Italy","Italy","Defender","right",4e+07,0
"Domingos Duarte","2020-2021",25,2363,1,0,5,1,4,2,7610,803,50,850,110,0,710,1120,114,"Granada","Spain","Portugal","Defender","right",1.2e+07,0
"Domingos Duarte","2019-2020",24,3087,3,1,7,0,12,4,9700,796,20,880,50,10,500,2340,147,"Granada","Spain","Portugal","Defender","right",4e+08,0
"Domingos Quina","2019-2020",19,22,0,0,0,0,0,1,90,1000,0,10,0,0,10,0,75,"Watford","England","Portugal","Midfielder","right",3200000,0
"Domingos Quina","2018-2019",18,338,1,0,0,0,27,1,2010,863,10,130,80,0,230,60,15,"Watford","England","Portugal","Midfielder","right",5e+08,0
"Domingos Quina","2020-2021",20,341,2,0,1,0,53,3,730,760,50,70,110,0,100,0,75,"Granada","Spain","Portugal","Midfielder","right",3e+08,0
"Dominic Calvert-Lewin","2020-2021",23,2871,16,0,3,0,5,46,4790,716,170,360,500,90,220,310,164,"Everton","England","England","Forward","right",4.5e+07,1
"Dominic Calvert-Lewin","2017-2018",20,1882,4,6,4,0,48,15,3170,630,190,300,450,110,310,260,125,"Everton","England","England","Forward","right",1.5e+07,1
"Dominic Calvert-Lewin","2019-2020",22,2626,13,1,9,0,48,37,3930,662,150,390,560,20,220,340,128,"Everton","England","England","Forward","right",2.4e+07,1
"Dominic Calvert-Lewin","2018-2019",21,1784,6,2,3,0,4,17,2790,628,100,200,350,50,270,180,14,"Everton","England","England","Forward","right",2e+09,1
"Dominic Maroh","2017-2018",30,914,0,0,0,0,0,1,4110,865,10,190,30,0,340,710,55,"Köln","Germany","Slovenia","Defender","right",1e+08,0
"Dominic Solanke","2017-2018",19,596,1,1,0,0,3,7,1500,769,120,140,250,20,100,70,20,"Liverpool","England","England","Forward","right",1e+09,1
"Dominic Solanke","2019-2020",21,1651,3,1,1,0,22,8,3170,739,120,260,420,40,180,210,78,"Bournemouth","England","England","Forward","right",1.2e+07,1
"Dominic Solanke","2018-2019",20,347,0,1,0,0,26,3,730,723,80,60,170,20,90,50,9,"Bournemouth","England","England","Forward","right",1.8e+07,1
"Dominic Solanke","2018-2019",20,347,0,1,0,0,26,3,730,723,80,60,170,20,90,50,9,"Bournemouth","England","England","Forward","right",1.8e+07,1
"Dominick Drexler","2019-2020",29,1587,3,4,5,0,4,8,4860,731,270,620,580,60,530,160,104,"Köln","Germany","Germany","Midfielder","right",3200000,0
"Dominick Drexler","2020-2021",30,1233,2,1,1,0,22,2,4110,767,140,400,310,10,510,170,104,"Köln","Germany","Germany","Midfielder","right",1300000,0
"Dominik Kaiser","2017-2018",28,277,0,0,0,0,0,1,1160,695,30,110,90,0,80,70,16,"RB Leipzig","Germany","Germany","Midfielder","right",1500000,0
"Dominik Kohr","2020-2021",26,1268,1,1,3,0,14,3,3940,762,60,510,200,20,770,390,188,"Mainz 05","Germany","Germany","Midfielder","right",6e+08,0
"Dominik Kohr","2020-2021",26,260,0,0,1,0,0,0,1330,769,10,230,40,0,220,90,129,"Eint Frankfurt","Germany","Germany","Midfielder","right",6e+08,0
"Dominik Kohr","2017-2018",23,1664,1,1,9,1,11,4,7690,818,150,880,420,50,530,180,15,"Leverkusen","Germany","Germany","Midfielder","right",5e+08,0
"Dominik Kohr","2019-2020",25,1445,0,3,5,1,19,11,6340,806,150,810,400,50,760,190,15,"Eint Frankfurt","Germany","Germany","Midfielder","right",6800000,0
"Dominik Kohr","2018-2019",24,973,0,2,4,0,18,4,4230,803,50,450,220,20,440,160,172,"Leverkusen","Germany","Germany","Midfielder","right",4e+08,0
"Dominique Heintz","2020-2021",26,1369,0,0,3,0,0,1,8370,858,30,660,60,0,500,610,105,"Freiburg","Germany","Germany","Defender","left",5e+08,0
"Dominique Heintz","2017-2018",23,2790,1,0,3,0,3,4,12320,825,40,1290,170,30,870,1380,68,"Köln","Germany","Germany","Defender","left",7500000,0
"Dominique Heintz","2019-2020",25,2434,0,1,2,0,4,2,11130,843,40,870,180,20,750,1880,143,"Freiburg","Germany","Germany","Defender","left",8e+08,0
"Dominique Heintz","2018-2019",24,3053,1,1,5,0,6,4,13800,814,70,1190,270,30,750,2060,106,"Freiburg","Germany","Germany","Defender","left",7500000,0
"Donny van de Beek","2020-2021",23,524,1,1,1,0,34,1,2350,842,30,100,120,20,190,90,189,"Manchester Utd","England","Netherlands","Midfielder","right",3e+09,0
"Dória","2017-2018",22,77,0,0,0,0,0,0,220,815,0,10,0,0,20,10,133,"Marseille","France","Brazil","Defender","left",1500000,0
"Douglas Costa","2019-2020",28,802,1,4,1,0,56,8,3920,800,330,450,520,70,110,30,222,"Juventus","Italy","Brazil","Forward","left",2.4e+07,1
"Douglas Costa","2018-2019",27,621,1,0,2,1,14,6,2710,779,200,330,360,30,150,10,265,"Juventus","Italy","Brazil","Forward","left",3.8e+07,1
"Douglas Costa","2017-2018",26,1795,4,6,1,0,5,15,8260,797,580,990,1110,250,260,40,245,"Juventus","Italy","Brazil","Forward","left",5.5e+07,1
"Douglas Luiz","2018-2019",20,1490,0,0,7,0,0,0,6340,828,110,790,240,20,520,300,91,"Girona","Spain","Brazil","Midfielder","right",2500000,1
"Douglas Luiz","2017-2018",19,322,0,0,4,0,0,4,1100,769,50,110,120,10,130,0,127,"Girona","Spain","Brazil","Midfielder","right",1500000,1
"Douglas Luiz","2018-2019",20,1490,0,0,7,0,0,0,6340,828,110,790,240,20,520,300,91,"Girona","Spain","Brazil","Midfielder","right",2500000,1
"Douglas Luiz","2019-2020",21,2612,3,2,8,0,17,12,9840,809,160,990,440,30,730,440,94,"Aston Villa","England","Brazil","Midfielder","right",1.8e+07,1
"Douglas Luiz","2020-2021",22,2781,0,2,10,1,6,7,12130,848,190,1060,460,50,960,490,136,"Aston Villa","England","Brazil","Midfielder","right",3.5e+07,1
"Douglas Santos","2017-2018",23,2378,1,1,6,0,8,7,10480,702,240,1440,520,20,1220,900,78,"Hamburger SV","Germany","Brazil","Defender","left",5e+08,1
"Dries Mertens","2020-2021",33,1459,9,8,2,0,105,20,3670,737,400,560,640,100,270,50,221,"Napoli","Italy","Belgium","Forward","right",9e+08,0
"Dries Mertens","2019-2020",32,1689,9,7,5,0,85,24,5360,752,550,630,970,140,260,30,181,"Napoli","Italy","Belgium","Forward","right",2e+09,0
"Dries Mertens","2018-2019",31,2252,16,11,1,0,108,40,6770,749,640,890,1140,180,350,10,20,"Napoli","Italy","Belgium","Forward","right",2.5e+07,0
"Dries Mertens","2017-2018",30,3002,18,7,4,0,75,43,7390,740,610,800,1320,150,300,70,239,"Napoli","Italy","Belgium","Forward","right",3e+09,0
"Durel Avounou","2017-2018",19,651,0,0,1,0,0,1,1790,668,50,170,60,0,250,140,144,"Caen","France","Republic of the Congo","Midfielder","left",8e+07,1
"Duván Zapata","2017-2018",26,2108,11,3,1,0,6,23,3960,668,240,250,500,100,170,190,135,"Sampdoria","Italy","Colombia","Forward","right",2e+09,1
"Duván Zapata","2018-2019",27,2896,23,7,5,0,93,51,5680,771,570,470,1240,180,220,220,184,"Atalanta","Italy","Colombia","Forward","right",4e+09,1
"Duván Zapata","2017-2018",26,2108,11,3,1,0,6,23,3960,668,240,250,500,100,170,190,135,"Sampdoria","Italy","Colombia","Forward","right",2e+09,1
"Duván Zapata","2019-2020",28,2026,18,6,1,0,107,35,4580,762,360,230,740,120,90,60,225,"Atalanta","Italy","Colombia","Forward","right",3.6e+07,1
"Duván Zapata","2020-2021",29,2379,15,9,0,0,91,38,6240,767,440,340,990,160,180,180,203,"Atalanta","Italy","Colombia","Forward","right",3.3e+07,1
"Dwight Gayle","2017-2018",26,1958,6,3,3,0,41,22,3160,737,200,240,410,60,220,160,106,"Newcastle Utd","England","England","Forward","right",1e+09,1
"Dwight Gayle","2019-2020",28,850,4,2,2,0,64,10,1100,733,50,70,120,20,140,80,8,"Newcastle Utd","England","England","Forward","right",9500000,1
"Dwight Gayle","2020-2021",29,514,1,1,0,0,35,6,910,798,60,30,130,10,70,0,94,"Newcastle Utd","England","England","Forward","right",4e+08,1
"Dwight McNeil","2020-2021",20,3069,2,5,1,0,21,9,9200,689,500,770,800,90,810,270,10,"Burnley","England","England","Midfielder","left",2.2e+07,0
"Dwight McNeil","2018-2019",18,1591,3,5,2,0,45,7,3790,657,270,320,390,90,470,300,133,"Burnley","England","England","Midfielder","left",1.5e+07,0
"Dwight McNeil","2019-2020",19,3338,2,6,5,0,22,14,8740,684,550,720,1030,140,790,340,142,"Burnley","England","England","Midfielder","left",1.8e+07,0
"Dylan Bahamboula","2017-2018",22,30,0,0,0,0,0,1,100,714,0,10,10,0,0,0,25,"Dijon","France","Republic of the Congo","Midfielder","right",6e+07,1
"Dylan Bronn","2020-2021",25,3412,2,0,4,0,5,3,14970,844,70,870,240,20,1130,1630,124,"Metz","France","Tunisia","Defender","right",6e+08,0
"Dylan Bronn","2019-2020",24,810,0,0,0,0,0,1,2390,816,0,90,10,0,170,690,189,"Metz","France","Tunisia","Defender","right",4e+08,0
"Ebenezer Ofori","2017-2018",22,10,0,0,0,0,0,0,60,667,0,0,0,0,0,0,0,"Stuttgart","Germany","Ghana","Midfielder","left",1e+08,1
"Eberechi Eze","2020-2021",22,2559,4,6,3,0,35,13,9180,793,390,1110,830,120,670,60,124,"Crystal Palace","England","England","Midfielder","right",2e+09,1
"Ebrima Colley","2020-2021",20,734,1,0,1,0,12,7,1960,731,60,160,120,0,100,10,117,"Hellas Verona","Italy","Gambia","Forward","right",4e+08,1
"Ebrima Colley","2019-2020",19,82,0,1,1,0,11,2,370,881,20,30,60,10,30,0,20,"Atalanta","Italy","Gambia","Forward","right",8e+07,1
"Eddie Nketiah","2019-2020",20,633,2,0,0,1,28,5,1110,793,50,90,120,10,150,40,185,"Arsenal","England","England","Forward","right",1.1e+07,1
"Eddie Nketiah","2020-2021",21,423,2,1,0,0,64,5,730,820,50,30,80,10,50,40,112,"Arsenal","England","England","Forward","right",1.6e+07,1
"Eddie Nketiah","2018-2019",19,67,1,0,0,0,134,1,190,950,10,20,40,0,10,10,18,"Arsenal","England","England","Midfielder","right",8e+08,1
"Eddy Gnahoré","2019-2020",25,1133,0,0,4,1,0,0,6650,916,60,430,130,10,400,290,88,"Amiens","France","France","Midfielder","right",2e+08,1
"Eddy Gnahoré","2018-2019",24,2243,4,2,4,2,24,14,10280,889,290,770,570,70,620,280,91,"Amiens","France","France","Midfielder","right",4e+08,1
"Eddy Sylvestre","2019-2020",19,37,0,0,0,0,0,0,140,778,0,20,0,0,0,0,30,"Nice","France","France","Midfielder","left",3e+07,0
"Eden Hazard","2017-2018",26,2422,12,4,2,0,59,34,11880,822,830,1780,1800,140,200,0,179,"Chelsea","England","Belgium","Forward","both",1.1e+08,0
"Eden Hazard","2020-2021",29,532,3,2,0,0,85,5,3030,881,60,190,190,30,50,10,186,"Real Madrid","Spain","Belgium","Forward","both",4e+09,0
"Eden Hazard","2019-2020",28,1077,1,3,0,0,33,14,5220,854,220,450,490,80,190,0,244,"Real Madrid","Spain","Belgium","Forward","both",8e+09,0
"Eden Hazard","2018-2019",27,2923,16,15,2,0,95,40,16080,801,920,2170,2060,340,230,10,186,"Chelsea","England","Belgium","Forward","both",1.5e+08,0
"Eden Massouema","2017-2018",20,189,0,0,1,0,0,0,500,758,30,30,30,0,30,10,117,"Dijon","France","Republic of the Congo","Midfielder","right",150000,1
"Éder","2017-2018",30,800,3,0,4,0,34,9,2070,805,120,160,290,30,140,30,19,"Inter","Italy","Italy","Forward","right",7e+08,0
"Éder Militão","2020-2021",22,1133,1,0,3,1,8,3,6950,905,0,240,70,10,430,720,214,"Real Madrid","Spain","Brazil","Defender","right",4e+09,1
"Éder Militão","2019-2020",21,1022,0,0,3,0,0,1,5990,877,10,190,40,0,370,560,233,"Real Madrid","Spain","Brazil","Defender","right",3.6e+07,1
"Édgar Barreto","2019-2020",35,90,0,0,0,0,0,1,280,848,0,30,20,0,50,0,5,"Sampdoria","Italy","Paraguay","Midfielder","right",4e+07,0
"Édgar Barreto","2017-2018",33,1965,1,2,5,2,14,6,8610,795,190,970,330,0,760,230,132,"Sampdoria","Italy","Paraguay","Midfielder","right",1e+08,0
"Édgar Barreto","2018-2019",34,785,0,2,2,0,23,3,3960,769,100,480,180,30,260,50,158,"Sampdoria","Italy","Paraguay","Midfielder","right",1e+08,0
"Edgar Ié","2018-2019",24,239,0,0,1,0,0,0,960,780,10,30,30,10,130,140,20,"Lille","France","Portugal","Defender","right",3500000,1
"Edgar Ié","2018-2019",24,776,0,0,2,0,0,0,2690,780,20,270,20,0,300,270,178,"Nantes","France","Portugal","Defender","right",3500000,1
"Edgar Ié","2018-2019",24,239,0,0,1,0,0,0,960,780,10,30,30,10,130,140,20,"Lille","France","Portugal","Defender","right",3500000,1
"Edgar Ié","2018-2019",24,776,0,0,2,0,0,0,2690,780,20,270,20,0,300,270,178,"Nantes","France","Portugal","Defender","right",3500000,1
"Edgar Ié","2017-2018",23,3146,1,1,6,1,6,4,15230,825,100,1290,240,10,1410,920,97,"Lille","France","Portugal","Defender","right",3e+08,1
"Edgar Prib","2018-2019",28,202,0,1,1,0,45,1,700,654,60,60,110,20,140,10,15,"Hannover 96","Germany","Germany","Midfielder","left",9e+07,0
"Edgar Salli","2018-2019",25,116,0,0,1,0,0,1,200,870,10,30,20,0,30,0,0,"Nürnberg","Germany","Cameroon","Midfielder","right",5e+07,1
