Season;Player;player_foot;market_value
2018-2019;Alex Sandro;left;4.5e+07
2019-2020;Alphonso Davies;left;4.5e+07
2020-2021;André Silva;right;4.5e+07
2020-2021;Anthony Martial;right;4.5e+07
2020-2021;Aymeric Laporte;left;4.5e+07
2020-2021;Ben Chilwell;left;4.5e+07
2020-2021;Caglar Söyüncü;right;4.5e+07
2017-2018;Christian Pulisic;right;4.5e+07
2020-2021;Cristiano Ronaldo;right;4.5e+07
2020-2021;Dani Olmo;right;4.5e+07
2019-2020;Dayot Upamecano;right;4.5e+07
2018-2019;Declan Rice;right;4.5e+07
2020-2021;Diego Carlos;right;4.5e+07
2020-2021;Diogo Jota;right;4.5e+07
2020-2021;Dominic Calvert-Lewin;right;4.5e+07
2020-2021;Fabián Ruiz;left;4.5e+07
2017-2018;Fabinho;right;4.5e+07
2018-2019;Federico Bernardeschi;left;4.5e+07
2017-2018;Federico Chiesa;right;4.5e+07
2019-2020;Ferran Torres;right;4.5e+07
2018-2019;Florian Thauvin;left;4.5e+07
2020-2021;Florian Wirtz;right;4.5e+07
2018-2019;Granit Xhaka;left;4.5e+07
2020-2021;Harry Maguire;right;4.5e+07
2020-2021;Hirving Lozano;right;4.5e+07
2018-2019;Houssem Aouar;right;4.5e+07
2018-2019;Ibrahima Konaté;right;4.5e+07
2017-2018;Jérôme Boateng;right;4.5e+07
2017-2018;José María Giménez;right;4.5e+07
2018-2019;Konstantinos Manolas;right;4.5e+07
2017-2018;Leon Bailey;left;4.5e+07
2020-2021;Lucas Hernández;left;4.5e+07
2020-2021;Luis Alberto;right;4.5e+07
2017-2018;Malcom;left;4.5e+07
2019-2020;Martin Ødegaard;left;4.5e+07
2020-2021;Mateo Kovacic;right;4.5e+07
2017-2018;Memphis Depay;right;4.5e+07
2018-2019;Memphis Depay;right;4.5e+07
2020-2021;Memphis Depay;right;4.5e+07
2017-2018;Milan Skriniar;right;4.5e+07
2019-2020;Nicolò Zaniolo;left;4.5e+07
2017-2018;Radja Nainggolan;right;4.5e+07
2018-2019;Rúben Neves;right;4.5e+07
2020-2021;Rúben Neves;right;4.5e+07
2019-2020;Rodrygo;right;4.5e+07
2018-2019;Samuel Umtiti;left;4.5e+07
2017-2018;Sergio Ramos;right;4.5e+07
2019-2020;Vinícius Júnior;right;4.5e+07
2018-2019;Wilfried Zaha;right;4.5e+07
2020-2021;Wilfried Zaha;right;4.5e+07
2019-2020;Alexandre Lacazette;right;4.8e+07
2019-2020;Anthony Martial;right;4.8e+07
2019-2020;Bruno Fernandes;right;4.8e+07
2019-2020;Clément Lenglet;left;4.8e+07
2019-2020;Davinson Sánchez;right;4.8e+07
2019-2020;Fabián Ruiz;left;4.8e+07
2019-2020;Federico Chiesa;right;4.8e+07
2019-2020;James Maddison;right;4.8e+07
2020-2021;Kalidou Koulibaly;right;4.8e+07
2019-2020;Koke;right;4.8e+07
2019-2020;Lorenzo Insigne;right;4.8e+07
2020-2021;Lorenzo Insigne;right;4.8e+07
2019-2020;Marcelo Brozovic;both;4.8e+07
2019-2020;Mikel Oyarzabal;left;4.8e+07
2019-2020;Milan Skriniar;right;4.8e+07
2019-2020;Niklas Süle;right;4.8e+07
2019-2020;Riyad Mahrez;left;4.8e+07
2019-2020;Stefan de Vrij;right;4.8e+07
2019-2020;Thiago;right;4.8e+07
2019-2020;Thibaut Courtois;left;4.8e+07
2019-2020;Toni Kroos;right;4.8e+07
2019-2020;David Alaba;left;5.2e+07
2019-2020;Jorginho;right;5.2e+07
2019-2020;Marquinhos;right;5.2e+07
2019-2020;Miralem Pjanić;right;5.2e+07
2019-2020;Nicolas Pépé;left;5.2e+07
2019-2020;Richarlison;right;5.2e+07
2019-2020;Sergio Agüero;right;5.2e+07
2019-2020;Tanguy Ndombélé;right;5.2e+07
2019-2020;Achraf Hakimi;right;5.4e+07
2019-2020;Christian Pulisic;right;5.4e+07
2019-2020;Fede Valverde;right;5.4e+07
2018-2019;David Alaba;left;5.5e+07
2020-2021;David Alaba;left;5.5e+07
2018-2019;Davinson Sánchez;right;5.5e+07
2017-2018;Douglas Costa;left;5.5e+07
2020-2021;Eduardo Camavinga;left;5.5e+07
2020-2021;Franck Kessié;right;5.5e+07
2018-2019;Gianluigi Donnarumma;right;5.5e+07
2020-2021;James Maddison;right;5.5e+07
2018-2019;João Cancelo;right;5.5e+07
2020-2021;João Cancelo;right;5.5e+07
2017-2018;Joshua Kimmich;right;5.5e+07
2020-2021;Jude Bellingham;right;5.5e+07
2018-2019;Lucas Torreira;right;5.5e+07
2020-2021;Marco Verratti;right;5.5e+07
2017-2018;Marquinhos;right;5.5e+07
2020-2021;N'Golo Kanté;right;5.5e+07
2020-2021;Richarlison;right;5.5e+07
2017-2018;Sergi Roberto;right;5.5e+07
2018-2019;Thibaut Courtois;left;5.5e+07
2020-2021;Virgil van Dijk;right;5.5e+07
2020-2021;Youri Tielemans;right;5.5e+07
2019-2020;Arthur;right;5.6e+07
2019-2020;Ederson;left;5.6e+07
2019-2020;Fabinho;right;5.6e+07
2019-2020;Gabriel Jesus;right;5.6e+07
2019-2020;Harry Maguire;right;5.6e+07
2019-2020;José María Giménez;right;5.6e+07
2019-2020;Kalidou Koulibaly;right;5.6e+07
2019-2020;Lucas Hernández;left;5.6e+07
2019-2020;Ousmane Dembélé;both;5.6e+07
2019-2020;Philippe Coutinho;right;5.6e+07
2019-2020;Pierre-Emerick Aubameyang;right;5.6e+07
2019-2020;Robert Lewandowski;right;5.6e+07
2019-2020;Andrew Robertson;left;6.4e+07
2019-2020;Casemiro;right;6.4e+07
2019-2020;Dele Alli;right;6.4e+07
2019-2020;Heung-min Son;both;6.4e+07
2019-2020;Joshua Kimmich;right;6.4e+07
2019-2020;Lautaro Martínez;right;6.4e+07
2019-2020;Marcus Rashford;right;6.4e+07
2019-2020;Raphaël Varane;right;6.4e+07
2019-2020;Rodri;right;6.4e+07
2019-2020;Sergej Milinković-Savić;right;6.4e+07
2019-2020;Timo Werner;right;6.4e+07
2017-2018;Álvaro Morata;right;6.5e+07
2020-2021;Andrew Robertson;left;6.5e+07
2017-2018;Anthony Martial;right;6.5e+07
2020-2021;Bukayo Saka;left;6.5e+07
2018-2019;David de Gea;right;6.5e+07
2020-2021;Declan Rice;right;6.5e+07
2020-2021;Fede Valverde;right;6.5e+07
2020-2021;Jack Grealish;right;6.5e+07
2018-2019;Jorginho;right;6.5e+07
2020-2021;Kingsley Coman;right;6.5e+07
2018-2019;Lorenzo Insigne;right;6.5e+07
2017-2018;Marcus Rashford;right;6.5e+07
2018-2019;Marquinhos;right;6.5e+07
2017-2018;Miralem Pjanić;right;6.5e+07
2017-2018;Naby Keïta;right;6.5e+07
2020-2021;Nicolò Barella;right;6.5e+07
2018-2019;Nicolas Pépé;left;6.5e+07
2018-2019;Robert Lewandowski;right;6.5e+07
2018-2019;Sergej Milinković-Savić;right;6.5e+07
2018-2019;Sergio Agüero;right;6.5e+07
2018-2019;Tanguy Ndombélé;right;6.5e+07
2017-2018;Thomas Lemar;left;6.5e+07
2018-2019;Timo Werner;right;6.5e+07
2020-2021;Timo Werner;right;6.5e+07
2019-2020;Christian Eriksen;both;6.8e+07
2019-2020;Christian Eriksen;both;6.8e+07
2019-2020;Romelu Lukaku;left;6.8e+07
