Season;Player;player_foot;market_value
2020-2021;Roger Assalé;right;2500000
2017-2018;Roger Martínez;right;2500000
2017-2018;Romain Hamouma;right;2500000
2018-2019;Romain Hamouma;right;2500000
2020-2021;Roque Mesa;right;2500000
2018-2019;Rui Fonte;right;2500000
2018-2019;Rui Fonte;right;2500000
2017-2018;Rune Jarstein;right;2500000
2020-2021;Ryan Fredericks;right;2500000
2020-2021;Saïdou Sow;right;2500000
2020-2021;Sacha Boey;right;2500000
2020-2021;Salvatore Sirigu;right;2500000
2017-2018;Sam Johnstone;right;2500000
2020-2021;Samir Handanovic;right;2500000
2017-2018;Samuel Bastien;right;2500000
2017-2018;Sandro;right;2500000
2017-2018;Sanjin Prcic;right;2500000
2017-2018;Santi Cazorla;both;2500000
2017-2018;Sebastian Langkamp;right;2500000
2017-2018;Sebastian Langkamp;right;2500000
2017-2018;Sergi Samper;right;2500000
2017-2018;Sergi Samper;right;2500000
2018-2019;Sergio Álvarez;right;2500000
2018-2019;Sergio Camello;right;2500000
2020-2021;Sergio Escudero;left;2500000
2020-2021;Sergio Gómez;left;2500000
2018-2019;Sergio Postigo;right;2500000
2017-2018;Serhou Guirassy;right;2500000
2017-2018;Sheyi Ojo;left;2500000
2020-2021;Shkodran Mustafi;right;2500000
2020-2021;Sidnei;right;2500000
2020-2021;Simon Banza;right;2500000
2017-2018;Simon Francis;right;2500000
2017-2018;Simon Terodde;right;2500000
2017-2018;Simon Terodde;right;2500000
2020-2021;Souleyman Doumbia;left;2500000
2020-2021;Stéphane Diarra;left;2500000
2017-2018;Stef Peeters;left;2500000
2017-2018;Stefan Posch;right;2500000
2017-2018;Steve Mandanda;right;2500000
2018-2019;Steve Mandanda;right;2500000
2020-2021;Steven Zuber;right;2500000
2017-2018;Tana;left;2500000
2018-2019;Théo Valls;left;2500000
2017-2018;Theodor Gebre Selassie;right;2500000
2018-2019;Theodor Gebre Selassie;right;2500000
2017-2018;Thomas Didillon;left;2500000
2018-2019;Thomas Vermaelen;left;2500000
2017-2018;Tim Krul;left;2500000
2017-2018;Timo Letschert;right;2500000
2018-2019;Timo Letschert;right;2500000
2018-2019;Tomás Pina;right;2500000
2017-2018;Tomer Hemed;right;2500000
2018-2019;Tomer Hemed;right;2500000
2020-2021;Toni Lato;left;2500000
2020-2021;Toni Villa;right;2500000
2018-2019;Tristan Dingomé;left;2500000
2017-2018;Tyler Roberts;right;2500000
2018-2019;Víctor Mollejo;left;2500000
2017-2018;Vicente Gómez;left;2500000
2018-2019;Vincent Manceau;right;2500000
2017-2018;Vincent Pajot;right;2500000
2018-2019;Vincent Pajot;right;2500000
2018-2019;Vitorino Antunes;left;2500000
2020-2021;Wuilker Fariñez;right;2500000
2020-2021;Yassine Benrahou;right;2500000
2018-2019;Yaya Sanogo;right;2500000
2017-2018;Yaya Touré;right;2500000
2020-2021;Yoshinori Muto;right;2500000
2018-2019;Yunis Abdelhamid;left;2500000
2020-2021;Yunis Abdelhamid;left;2500000
2019-2020;Andriy Lunin;right;2700000
2019-2020;Claud Adjapong;right;2700000
2019-2020;Claud Adjapong;right;2700000
2019-2020;Dani Martín;right;2700000
2019-2020;Dario Maresic;both;2700000
2019-2020;Emile Smith Rowe;right;2700000
2017-2018;Federico Ricci;left;2700000
2017-2018;Federico Ricci;left;2700000
2017-2018;Federico Ricci;left;2700000
2019-2020;Fiete Arp;right;2700000
2019-2020;Gonzalo Villar;right;2700000
2019-2020;Ismail Jakobs;left;2700000
2019-2020;James Garner;right;2700000
2019-2020;Jon Moncayola;right;2700000
2019-2020;Jonathan Panzo;left;2700000
2019-2020;Kaj Sierhuis;right;2700000
2019-2020;Kalidou Sidibé;right;2700000
2019-2020;Kevin Agudelo;left;2700000
2019-2020;Kevin Agudelo;left;2700000
2019-2020;Kwang-song Han;both;2700000
2019-2020;Kwang-song Han;both;2700000
2019-2020;Ludovit Reis;right;2700000
2019-2020;Manu Sánchez;left;2700000
2019-2020;Marc Guehi;right;2700000
2019-2020;Matteo Gabbia;right;2700000
2019-2020;Modibo Sagnan;left;2700000
2019-2020;Moussa Sylla;right;2700000
2019-2020;Rafik Guitane;right;2700000
2019-2020;Thierry Correia;right;2700000
2019-2020;Yann Gboho;right;2700000
2019-2020;Yassine Benrahou;right;2700000
2019-2020;Yassine Benrahou;right;2700000
2018-2019;Aboubakar Kamara;right;2750000
2018-2019;Danilo Pantic;right;2750000
2018-2019;Jean Zimmer;right;2750000
2018-2019;Ladislav Krejci;left;2750000
2018-2019;Francesco Golfo;right;2750000
2018-2019;Luca Zanimacchia;right;2750000
2018-2019;Luzayadio Bangu;right;2750000
2018-2019;Michele Cerofolini;right;2750000
2019-2020;Michele Cerofolini;right;2750000
2017-2018;Pascal Breier;right;2750000
2020-2021;Óscar Plano;both;2800000
2017-2018;Ádám Nagy;right;2800000
2019-2020;Aleix Febas;right;2800000
2019-2020;Alessandro Murgia;right;2800000
2019-2020;Alfredo Morales;right;2800000
2019-2020;Ambroise Oyongo;left;2800000
2019-2020;Andrea Consigli;right;2800000
2019-2020;Antonin Bobichon;right;2800000
2019-2020;Antonin Bobichon;right;2800000
2020-2021;Benoît Costil;right;2800000
2017-2018;Bram Nuytinck;left;2800000
2019-2020;Bram Nuytinck;left;2800000
2020-2021;Burak Yilmaz;right;2800000
2020-2021;Cédric Brunner;right;2800000
2019-2020;Christoph Zimmermann;right;2800000
2019-2020;Danny Latza;right;2800000
2019-2020;Darren Randolph;right;2800000
2019-2020;David Ospina;right;2800000
2020-2021;Davie Selke;right;2800000
2019-2020;Dimitri Bisoli;right;2800000
2018-2019;Dimitri Oberlin;right;2800000
2019-2020;Emiliano Martínez;right;2800000
2019-2020;Ermin Bicakcic;right;2800000
2017-2018;Federico Ceccherini;right;2800000
2019-2020;Federico Ceccherini;right;2800000
2019-2020;Francisco Portillo;right;2800000
2019-2020;Gaël Kakuta;left;2800000
2019-2020;Gabriel Boschilia;left;2800000
2017-2018;George Puscas;right;2800000
2019-2020;Habib Maïga;right;2800000
2019-2020;Hamza Mendyl;left;2800000
2019-2020;Iago Herrerín;right;2800000
2019-2020;Ilija Nestorovski;left;2800000
2020-2021;Ishak Belfodil;right;2800000
2019-2020;Issiaga Sylla;left;2800000
2019-2020;Jacob Rasmussen;left;2800000
2019-2020;James McCarthy;right;2800000
2020-2021;Javi Sánchez;right;2800000
2019-2020;Jens Stryger Larsen;both;2800000
2020-2021;Joaquín Fernández;right;2800000
2019-2020;Jonas Martin;right;2800000
2019-2020;Jonas Martin;right;2800000
2017-2018;Jonathan Silva;left;2800000
2020-2021;Jony;left;2800000
2019-2020;Jordan Ferri;right;2800000
2019-2020;Jorge Miramón;right;2800000
2019-2020;Junior Sambia;right;2800000
2019-2020;Kévin N'Doram;right;2800000
2019-2020;Keven Schlotterbeck;left;2800000
2019-2020;Kevin Möhwald;right;2800000
2020-2021;Kevin Stöger;left;2800000
2020-2021;Kike García;right;2800000
2019-2020;Levin Öztunali;right;2800000
2019-2020;Lewis Baker;both;2800000
2019-2020;Ljubomir Fejsa;right;2800000
2019-2020;Lorenzo De Silvestri;right;2800000
2019-2020;Lorenzo Tonelli;right;2800000
2019-2020;Lorenzo Tonelli;right;2800000
2019-2020;Lovre Kalinic;left;2800000
2019-2020;Lovre Kalinic;left;2800000
2019-2020;Luca Ceppitelli;both;2800000
2019-2020;Lucas Biglia;right;2800000
2019-2020;Luke Freeman;left;2800000
2020-2021;Mamadou Fofana;right;2800000
2019-2020;Marcel Sobottka;right;2800000
2019-2020;Marcelo;right;2800000
2020-2021;Marcus Coco;right;2800000
2019-2020;Martin Kelly;right;2800000
2019-2020;Marvin Friedrich;right;2800000
2019-2020;Mathias Pereira Lage;right;2800000
2019-2020;Maxime Gonalons;right;2800000
2019-2020;Mehdi Bourabia;right;2800000
2020-2021;Mert Cetin;right;2800000
2019-2020;Moussa Koné;right;2800000
2019-2020;Neil Taylor;left;2800000
2019-2020;Niko Gießelmann;left;2800000
2019-2020;Opa Nguette;right;2800000
2019-2020;Patrick Roberts;left;2800000
2019-2020;Patrick Roberts;left;2800000
2019-2020;Paulo Gazzaniga;right;2800000
2020-2021;Rubén Rochina;left;2800000
2019-2020;Ryad Boudebouz;left;2800000
2019-2020;Sada Thioub;right;2800000
2019-2020;Sam Byram;right;2800000
2019-2020;Scott Dann;right;2800000
2019-2020;Senad Lulic;right;2800000
2019-2020;Sergi Palencia;right;2800000
2019-2020;Sergio Romero;right;2800000
2019-2020;Shane Long;both;2800000
2019-2020;Tosin Adarabioyo;right;2800000
2019-2020;Victorien Angban;right;2800000
2019-2020;Yunus Malli;right;2800000
2019-2020;Yunus Malli;right;2800000
2019-2020;Zinedine Ferhat;right;2800000
2019-2020;Zlatan Ibrahimovic;both;2800000
2017-2018;Ádám Szalai;right;3,00E+06
2018-2019;Ádám Szalai;right;3,00E+06
2018-2019;Ángel Rodríguez;right;3,00E+06
2020-2021;Ángel Rodríguez;right;3,00E+06
2018-2019;Aaron Leya Iseka;right;3,00E+06
2018-2019;Abdoulaye Bamba;right;3,00E+06
2018-2019;Abel Ruiz;right;3,00E+06
2017-2018;Adama Mbengue;left;3,00E+06
2017-2018;Adama Niane;right;3,00E+06
2017-2018;Adama Soumaoro;right;3,00E+06
2018-2019;Adil Rami;right;3,00E+06
2017-2018;Adrián González;left;3,00E+06
2018-2019;Adrian Mariappa;right;3,00E+06
2020-2021;Adrien Silva;right;3,00E+06
2020-2021;Alberto Soro;left;3,00E+06
2020-2021;Albin Ekdal;right;3,00E+06
2018-2019;Aleix García;right;3,00E+06
2018-2019;Aleix García;right;3,00E+06
2017-2018;Alexander Hack;left;3,00E+06
2017-2018;Alfred Gomis;right;3,00E+06
2018-2019;Allan Nyom;right;3,00E+06
2017-2018;Anastasios Donis;right;3,00E+06
2017-2018;Ander Capa;right;3,00E+06
2018-2019;Ander Capa;right;3,00E+06
2018-2019;Andrea Bertolacci;left;3,00E+06
2020-2021;Andrea Consigli;right;3,00E+06
2017-2018;Andrea Masiello;right;3,00E+06
2018-2019;Andrea Poli;right;3,00E+06
2018-2019;Andrea Ranocchia;right;3,00E+06
2017-2018;Andreas Beck;right;3,00E+06
2017-2018;Andreas Cornelius;left;3,00E+06
2018-2019;Andreas Cornelius;left;3,00E+06
2018-2019;Andreas Cornelius;left;3,00E+06
2018-2019;Andreas Poulsen;left;3,00E+06
2018-2019;Andrei Girotto;right;3,00E+06
2017-2018;Andreu Fontàs;left;3,00E+06
2020-2021;Andriy Lunin;right;3,00E+06
2017-2018;Andy King;right;3,00E+06
2017-2018;Andy King;right;3,00E+06
2020-2021;Angus Gunn;right;3,00E+06
2020-2021;Ansgar Knauff;right;3,00E+06
2018-2019;Anthony Caci;right;3,00E+06
2020-2021;Anthony Knockaert;left;3,00E+06
2018-2019;Antoine Bernede;left;3,00E+06
2020-2021;Aridane Hernández;right;3,00E+06
2020-2021;Arnaud Souquet;right;3,00E+06
2018-2019;Bakaye Dibassy;left;3,00E+06
2018-2019;Baptiste Guillaume;right;3,00E+06
2018-2019;Baptiste Guillaume;right;3,00E+06
2017-2018;Baptiste Santamaria;right;3,00E+06
2017-2018;Bartosz Kapustka;right;3,00E+06
2017-2018;Bassem Srarfi;left;3,00E+06
2018-2019;Bassem Srarfi;left;3,00E+06
2020-2021;Ben Davies;left;3,00E+06
2017-2018;Ben Foster;left;3,00E+06
2018-2019;Ben Foster;left;3,00E+06
2020-2021;Ben Johnson;right;3,00E+06
2017-2018;Beni Baningime;right;3,00E+06
2020-2021;Benito Raman;right;3,00E+06
2020-2021;Bersant Celina;right;3,00E+06
2020-2021;Björn Engels;right;3,00E+06
2017-2018;Bono;left;3,00E+06
2018-2019;Borja Garcés;right;3,00E+06
2020-2021;Brendan Chardonnet;right;3,00E+06
2017-2018;Brendan Galloway;left;3,00E+06
2018-2019;Bruno Ecuele Manga;right;3,00E+06
2017-2018;Bruno Gaspar;right;3,00E+06
2017-2018;Cameron Borthwick-Jackson;left;3,00E+06
2018-2019;Camillo Ciano;left;3,00E+06
2020-2021;Carlos Clerc;left;3,00E+06
2017-2018;Carlos Mané;right;3,00E+06
2018-2019;Casimir Ninga;right;3,00E+06
2020-2021;Charles Abi;left;3,00E+06
2018-2019;Charles Traoré;left;3,00E+06
2018-2019;Charlie Daniels;left;3,00E+06
2017-2018;Chris Brunt;left;3,00E+06
2018-2019;Christian Fuchs;left;3,00E+06
2020-2021;Ciaran Clark;left;3,00E+06
2018-2019;Claudio Spinelli;right;3,00E+06
2018-2019;Connor Wickham;right;3,00E+06
2018-2019;Dan Burn;left;3,00E+06
2020-2021;Dani García;right;3,00E+06
2020-2021;Dani Martín;right;3,00E+06
2017-2018;Daniel Brosinski;right;3,00E+06
2018-2019;Daniel Carriço;right;3,00E+06
2020-2021;Danny Rose;left;3,00E+06
2020-2021;Dara O'Shea;right;3,00E+06
2020-2021;Dario Maresic;both;3,00E+06
2018-2019;Darko Lazovic;right;3,00E+06
2018-2019;Darwin Machís;right;3,00E+06
2018-2019;David Costas;right;3,00E+06
2017-2018;David Zurutuza;right;3,00E+06
2017-2018;Davide Santon;right;3,00E+06
2017-2018;Denis Cheryshev;left;3,00E+06
2018-2019;Derrick Luckassen;right;3,00E+06
2018-2019;Diego Falcinelli;left;3,00E+06
2017-2018;Dimitrios Siovas;left;3,00E+06
2017-2018;Dodi Lukebakio;left;3,00E+06
2020-2021;Domingos Quina;right;3,00E+06
2017-2018;Edgar Ié;right;3,00E+06
2017-2018;Edoardo Goldaniga;right;3,00E+06
2020-2021;Eduard Löwen;right;3,00E+06
2018-2019;Elias Kachunga;right;3,00E+06
2018-2019;Emerson Royal;right;3,00E+06
2017-2018;Emre Mor;left;3,00E+06
2018-2019;Enric Gallego;left;3,00E+06
2018-2019;Erik Thommy;right;3,00E+06
2018-2019;Esteban Granero;right;3,00E+06
2018-2019;Etrit Berisha;left;3,00E+06
2018-2019;Ezequiel Schelotto;right;3,00E+06
2018-2019;Ezequiel Schelotto;right;3,00E+06
2017-2018;Félix Eboa Eboa;right;3,00E+06
2018-2019;Fabian Johnson;right;3,00E+06
2017-2018;Fabian Schär;right;3,00E+06
2018-2019;Facundo Colidio;right;3,00E+06
2017-2018;Facundo Roncaglia;right;3,00E+06
2020-2021;Fali;right;3,00E+06
2020-2021;Faouzi Ghoulam;left;3,00E+06
2020-2021;Fede San Emeterio;right;3,00E+06
2020-2021;Federico Fernández;right;3,00E+06
2018-2019;Federico Viviani;right;3,00E+06
2018-2019;Federico Viviani;right;3,00E+06
2018-2019;Felipe Caicedo;left;3,00E+06
2018-2019;Felix Klaus;right;3,00E+06
2020-2021;Fer Niño;right;3,00E+06
2018-2019;Filipe Luís;left;3,00E+06
2020-2021;Filippo Romagna;right;3,00E+06
2018-2019;Florent Muslija;right;3,00E+06
2018-2019;Florian Kainz;right;3,00E+06
2017-2018;Fousseni Diabaté;left;3,00E+06
2018-2019;Fousseni Diabaté;left;3,00E+06
2020-2021;Franck Ribéry;right;3,00E+06
2020-2021;Fraser Forster;right;3,00E+06
2017-2018;Gabi;right;3,00E+06
2018-2019;Gabriel Fernández;right;3,00E+06
2017-2018;Gideon Jung;right;3,00E+06
2017-2018;Gil Dias;left;3,00E+06
2017-2018;Gil Dias;left;3,00E+06
2017-2018;Giuseppe Pezzella;left;3,00E+06
2018-2019;Giuseppe Pezzella;left;3,00E+06
2018-2019;Giuseppe Pezzella;left;3,00E+06
2017-2018;Glenn Murray;right;3,00E+06
2018-2019;Glenn Murray;right;3,00E+06
2018-2019;Greg Cunningham;left;3,00E+06
2018-2019;Guilherme Arana;left;3,00E+06
2018-2019;Hanno Behrens;right;3,00E+06
2020-2021;Hatem Ben Arfa;left;3,00E+06
2020-2021;Iñaki Peña;right;3,00E+06
2017-2018;Iago Herrerín;right;3,00E+06
2018-2019;Ibrahima Mbaye;right;3,00E+06
2018-2019;Ignatius Ganago;right;3,00E+06
2017-2018;Ignazio Abate;right;3,00E+06
2020-2021;Islam Slimani;right;3,00E+06
2017-2018;Issiaga Sylla;left;3,00E+06
2020-2021;Iván Marcone;right;3,00E+06
2018-2019;Ivan Radovanovic;right;3,00E+06
2018-2019;Ivan Radovanovic;right;3,00E+06
2020-2021;Jóhann Berg Gudmundsson;left;3,00E+06
2018-2019;Jack Colback;left;3,00E+06
2020-2021;Jaime Seoane;right;3,00E+06
2020-2021;James McCarthy;right;3,00E+06
2017-2018;James McClean;left;3,00E+06
2020-2021;James Milner;right;3,00E+06
2017-2018;Jannes Horn;left;3,00E+06
2020-2021;Jannes Horn;left;3,00E+06
2018-2019;Júnior Alonso;left;3,00E+06
2020-2021;Jarrad Branthwaite;left;3,00E+06
2018-2019;Jason Puncheon;left;3,00E+06
2018-2019;Jason Puncheon;left;3,00E+06
2017-2018;Javi Eraso;right;3,00E+06
2020-2021;Javier Manquillo;right;3,00E+06
2020-2021;Jayden Braaf;right;3,00E+06
2020-2021;Jean Manuel Mbom;right;3,00E+06
2017-2018;Jean-Eudes Aholou;left;3,00E+06
2020-2021;Jean-Victor Makengo;left;3,00E+06
2017-2018;Jeff Reine-Adélaïde;right;3,00E+06
2017-2018;Jeff Reine-Adélaïde;right;3,00E+06
2018-2019;Jeremy Toljan;right;3,00E+06
2020-2021;Jesús Navas;right;3,00E+06
2020-2021;João Victor;both;3,00E+06
2018-2019;Joaquín Fernández;right;3,00E+06
2018-2019;Joe Bennett;left;3,00E+06
2017-2018;Joel Campbell;left;3,00E+06
2018-2019;Johan Mojica;left;3,00E+06
2018-2019;John Guidetti;right;3,00E+06
2018-2019;John Ruddy;left;3,00E+06
2018-2019;Jonás Ramalho;right;3,00E+06
2017-2018;Jonas Hofmann;right;3,00E+06
2017-2018;Jonas Martin;right;3,00E+06
2020-2021;Jonathan Gradit;right;3,00E+06
2018-2019;Jonathan Panzo;left;3,00E+06
2020-2021;Jonathan Schmid;right;3,00E+06
2018-2019;Jonathan Silva;left;3,00E+06
2018-2019;Jonathas;right;3,00E+06
2018-2019;Jordan Lefort;left;3,00E+06
2018-2019;Jordi Amat;right;3,00E+06
2018-2019;Jordi Mboula;right;3,00E+06
2018-2019;Jorge Miramón;right;3,00E+06
2018-2019;Jorge Pulido;right;3,00E+06
2018-2019;José Pozo;left;3,00E+06
2017-2018;Josh Onomah;right;3,00E+06
2018-2019;Josh Onomah;right;3,00E+06
2018-2019;Josip Drmic;right;3,00E+06
2017-2018;Josip Elez;right;3,00E+06
2020-2021;Juan Brunetta;right;3,00E+06
2018-2019;Juanfran;right;3,00E+06
2020-2021;Julian Chabot;left;3,00E+06
2017-2018;Julian Korb;right;3,00E+06
2018-2019;Julio Tavarès;right;3,00E+06
2020-2021;Juraj Kucka;right;3,00E+06
2020-2021;Kévin Gameiro;right;3,00E+06
2018-2019;Kévin Rodrigues;left;3,00E+06
2020-2021;Kaj Sierhuis;right;3,00E+06
2017-2018;Kalifa Coulibaly;right;3,00E+06
2020-2021;Karim Rekik;left;3,00E+06
2020-2021;Karl Darlow;right;3,00E+06
2020-2021;Kays Ruiz-Atil;right;3,00E+06
2020-2021;Keinan Davis;right;3,00E+06
2020-2021;Kevin Möhwald;right;3,00E+06
2018-2019;Kevin McDonald;right;3,00E+06
2018-2019;Kieran Dowell;left;3,00E+06
2020-2021;Kike Barja;right;3,00E+06
2017-2018;Kike García;right;3,00E+06
2018-2019;Kike García;right;3,00E+06
2018-2019;Kiko Casilla;right;3,00E+06
2018-2019;Kiril Despodov;right;3,00E+06
2017-2018;Konstantinos Mavropanos;right;3,00E+06
2018-2019;Konstantinos Mavropanos;right;3,00E+06
2018-2019;Konstantinos Stafylidis;left;3,00E+06
2017-2018;Kyle Walker-Peters;right;3,00E+06
2020-2021;Lamine Gueye;right;3,00E+06
2018-2019;Lamine Koné;right;3,00E+06
2020-2021;Lazar Samardzic;left;3,00E+06
2018-2019;Leandro Bacuna;right;3,00E+06
2017-2018;Lebo Mothiba;right;3,00E+06
2020-2021;Leo Östigard;right;3,00E+06
2017-2018;Lewis Grabban;right;3,00E+06
2017-2018;Lionel Carole;left;3,00E+06
2018-2019;Lionel Carole;left;3,00E+06
2018-2019;Loïc Mbe Soh;right;3,00E+06
2018-2019;Loïc Rémy;right;3,00E+06
2020-2021;Lorenzo Venuti;right;3,00E+06
2020-2021;Loris Benito;left;3,00E+06
2018-2019;Lucas Höler;right;3,00E+06
2020-2021;Lucas Pérez;left;3,00E+06
2018-2019;Lucas Ribeiro;right;3,00E+06
2018-2019;Luis Advíncula;right;3,00E+06
2020-2021;Luis Rioja;left;3,00E+06
2017-2018;Lukas Klünter;right;3,00E+06
2018-2019;Lukas Klünter;right;3,00E+06
2018-2019;Lukasz Piszczek;right;3,00E+06
2018-2019;Lukasz Teodorczyk;right;3,00E+06
2017-2018;Mapou Yanga-Mbiwa;right;3,00E+06
2018-2019;Marc Muniesa;left;3,00E+06
2020-2021;Marcelo;right;3,00E+06
2018-2019;Marco Parolo;right;3,00E+06
2017-2018;Marcus Coco;right;3,00E+06
2018-2019;Marcus Coco;right;3,00E+06
2019-2020;Mariusz Stepinski;right;3,00E+06
2020-2021;Mark Uth;left;3,00E+06
2020-2021;Martín Aguirregabiria;right;3,00E+06
2020-2021;Martin Erlic;right;3,00E+06
2017-2018;Martin Harnik;right;3,00E+06
2017-2018;Martin Kelly;right;3,00E+06
2018-2019;Martin Kelly;right;3,00E+06
2017-2018;Marvin Zeegelaar;left;3,00E+06
2017-2018;Matías Fernández;right;3,00E+06
2020-2021;Matej Vydra;right;3,00E+06
2018-2019;Mathí­as Olivera;left;3,00E+06
2018-2019;Mathieu Debuchy;right;3,00E+06
2020-2021;Matt Clarke;left;3,00E+06
2018-2019;Matt Miazga;right;3,00E+06
2018-2019;Matt Miazga;right;3,00E+06
2020-2021;Matt Ritchie;left;3,00E+06
2017-2018;Matt Targett;left;3,00E+06
2017-2018;Matthias Ostrzolek;left;3,00E+06
2020-2021;Mattia Bani;right;3,00E+06
2017-2018;Mauro Arambarri;right;3,00E+06
2017-2018;Mauro Arambarri;right;3,00E+06
2020-2021;Max Lowe;left;3,00E+06
2020-2021;Mbaye Diagne;right;3,00E+06
2020-2021;Michael Gregoritsch;left;3,00E+06
2017-2018;Michael Hector;right;3,00E+06
2018-2019;Michael Hector;right;3,00E+06
2020-2021;Michael Obafemi;right;3,00E+06
2020-2021;Michel Vlap;right;3,00E+06
2018-2019;Miguel Layún;right;3,00E+06
2020-2021;Miha Zajc;right;3,00E+06
2020-2021;Mitchell Weiser;right;3,00E+06
2020-2021;Modibo Sagnan;left;3,00E+06
2020-2021;Moreto Cassamá;right;3,00E+06
2018-2019;Moses Simon;right;3,00E+06
2017-2018;Moussa Sylla;right;3,00E+06
2020-2021;Nathaniel Clyne;right;3,00E+06
2018-2019;Nathaniel Mendez-Laing;right;3,00E+06
2018-2019;Neeskens Kebano;right;3,00E+06
2017-2018;Nemanja Maksimovic;right;3,00E+06
2018-2019;Nemanja Radoja;right;3,00E+06
2020-2021;Niclas Eliasson;left;3,00E+06
2017-2018;Nicolai Müller;right;3,00E+06
2018-2019;Nicolas Benezet;right;3,00E+06
2020-2021;Nicolas de Préville;right;3,00E+06
2020-2021;Niels Nkounkou;left;3,00E+06
2020-2021;Nils Petersen;right;3,00E+06
2017-2018;Nordin Amrabat;right;3,00E+06
2017-2018;Nordin Amrabat;right;3,00E+06
2017-2018;Olarenwaju Kayode;right;3,00E+06
2017-2018;Ole Selnaes;left;3,00E+06
2017-2018;Oliver Norwood;right;3,00E+06
2018-2019;Olivier Boscagli;left;3,00E+06
2020-2021;Olivier Ntcham;right;3,00E+06
2017-2018;Ondrej Duda;right;3,00E+06
2017-2018;Orestis Karnezis;right;3,00E+06
2017-2018;Orestis Karnezis;right;3,00E+06
2018-2019;Oscar Hiljemark;right;3,00E+06
2017-2018;Oussama Haddadi;left;3,00E+06
2017-2018;Pablo;right;3,00E+06
2017-2018;Pablo de Blasis;right;3,00E+06
2020-2021;Papa Ndiaga Yade;left;3,00E+06
2017-2018;Pape Cheikh;right;3,00E+06
2018-2019;Patrick Erras;right;3,00E+06
2020-2021;Paul Dummett;left;3,00E+06
2020-2021;Paulo Gazzaniga;right;3,00E+06
2017-2018;Paulo Oliveira;right;3,00E+06
2018-2019;Pedro Bigas;left;3,00E+06
2017-2018;Pedro Neto;left;3,00E+06
2020-2021;Percy Tau;left;3,00E+06
2020-2021;Peru Nolaskoain;right;3,00E+06
2017-2018;Petr Cech;left;3,00E+06
2020-2021;Pierre-Yves Hamel;right;3,00E+06
2017-2018;Pirmin Schwegler;right;3,00E+06
2017-2018;Prince Gouano;right;3,00E+06
2017-2018;Rômulo;right;3,00E+06
2017-2018;Régis Gurtner;right;3,00E+06
2017-2018;Rémi Walter;left;3,00E+06
2017-2018;Rémi Walter;left;3,00E+06
2017-2018;Raúl Navas;right;3,00E+06
2018-2019;Raúl Navas;right;3,00E+06
2020-2021;Radu Dragusin;right;3,00E+06
2018-2019;Rafa Mir;right;3,00E+06
2018-2019;Rafinha;right;3,00E+06
2018-2019;Rúnar Alex Rúnarsson;right;3,00E+06
2018-2019;Recio;right;3,00E+06
2020-2021;Reece Oxford;right;3,00E+06
2018-2019;Riad Bajić;left;3,00E+06
2018-2019;Riccardo Gagliolo;left;3,00E+06
2017-2018;Rick van Drongelen;left;3,00E+06
2017-2018;Riechedly Bazoer;right;3,00E+06
2020-2021;Robbie Brady;left;3,00E+06
2020-2021;Robert Gumny;right;3,00E+06
2020-2021;Roberto Piccoli;right;3,00E+06
2020-2021;Robin Olsen;right;3,00E+06
2018-2019;Roger Ibañez;right;3,00E+06
2018-2019;Romain Thomas;right;3,00E+06
2017-2018;Rubén Blanco;right;3,00E+06
2018-2019;Rubén Blanco;right;3,00E+06
2018-2019;Rubén Sobrino;right;3,00E+06
2018-2019;Rubén Sobrino;right;3,00E+06
2017-2018;Saidy Janko;right;3,00E+06
2020-2021;Salif Sané;right;3,00E+06
2018-2019;Salomon Kalou;right;3,00E+06
2017-2018;Sam Baldock;right;3,00E+06
2017-2018;Sam Gallagher;right;3,00E+06
2018-2019;Sam Gallagher;right;3,00E+06
2018-2019;Samuel Grandsir;right;3,00E+06
2018-2019;Samuel Grandsir;right;3,00E+06
2017-2018;Saphir Taider;right;3,00E+06
2017-2018;Scott Arfield;left;3,00E+06
2017-2018;Scott Malone;left;3,00E+06
2017-2018;Sebastian Rode;right;3,00E+06
2018-2019;Sebastian Rode;right;3,00E+06
2018-2019;Sebastian Rode;right;3,00E+06
2020-2021;Sebastian Rudy;right;3,00E+06
2017-2018;Sergi Enrich;right;3,00E+06
2020-2021;Sergi Gómez;right;3,00E+06
2020-2021;Sergi Guardiola;left;3,00E+06
2020-2021;Sergio Arribas;left;3,00E+06
2018-2019;Sergio Gómez;left;3,00E+06
2018-2019;Sergio León;right;3,00E+06
2020-2021;Sheraldo Becker;right;3,00E+06
2020-2021;Sheyi Ojo;left;3,00E+06
2020-2021;Simone Bastoni;left;3,00E+06
2017-2018;Simone Scuffet;right;3,00E+06
2020-2021;Simone Zaza;left;3,00E+06
2018-2019;Souleyman Doumbia;left;3,00E+06
2017-2018;Stéphane Bahoken;right;3,00E+06
2017-2018;Stephen Ward;left;3,00E+06
2018-2019;Stiven Mendoza;left;3,00E+06
2018-2019;Stole Dimitrievski;right;3,00E+06
2019-2020;Szymon Zurkowski;right;3,00E+06
2020-2021;Thiago Silva;right;3,00E+06
2017-2018;Thomas Monconduit;right;3,00E+06
2020-2021;Tiago Dantas;right;3,00E+06
2020-2021;Tin Jedvaj;right;3,00E+06
2020-2021;Tolgay Arslan;both;3,00E+06
2018-2019;Tom Heaton;right;3,00E+06
2017-2018;Tommy Smith;right;3,00E+06
