Player;Age;Min;Gls;Ast;CrdY;CrdR;G+A;SoT;Cmp;Cmp%;KP;Prog;SCA;GCA;Tkl+Int;Clr;PPM;Season;Team;League;Nationality;Position
Antonio Barreca;22;468;0;0;0;1;0;0;2300;819;30;180;40;0;130;60;10;2017-2018;Torino;Italy;Italy;Defender
Antonio Candreva;30;2537;0;7;4;0;25;25;11600;719;710;1140;1280;130;370;100;189;2017-2018;Inter;Italy;Italy;Forward
Antonio Caracciolo;27;2857;2;4;6;0;19;2;7880;806;30;320;80;0;710;2000;73;2017-2018;Hellas Verona;Italy;Italy;Defender
Antonio Luna;26;2021;0;2;5;0;9;0;6560;681;160;760;290;20;540;410;113;2017-2018;Levante;Spain;Spain;Defender
Antonio Rukavina;33;1275;0;0;5;0;0;0;4730;767;120;430;180;10;330;320;176;2017-2018;Villarreal;Spain;Serbia;Defender
Antonio Rüdiger;24;2338;2;1;4;0;12;4;15360;894;20;810;120;20;780;1040;204;2017-2018;Chelsea;England;Germany;Defender
Antonio Sanabria;21;854;8;0;0;0;84;12;1220;772;30;70;110;30;60;50;159;2017-2018;Betis;Spain;Paraguay;Forward
Antonio Valencia;31;2740;3;1;7;0;13;3;16190;832;230;1000;470;20;1240;670;223;2017-2018;Manchester Utd;England;Ecuador;Defender
Antonín Barák;22;2713;7;3;5;0;33;22;9120;788;280;1300;640;60;770;310;109;2017-2018;Udinese;Italy;Czech Republic;Midfielder
Anwar El Ghazi;22;1648;4;4;2;0;44;30;4340;685;290;430;500;60;290;40;89;2017-2018;Lille;France;Netherlands;Forward
Aristóteles Romero;21;86;0;0;2;0;0;0;360;735;10;10;30;0;90;0;5;2017-2018;Crotone;Italy;Venezuela;Midfielder
Aritz Aduriz;36;2155;9;3;5;0;5;25;3290;646;110;320;320;20;100;170;112;2017-2018;Athletic Club;Spain;Spain;Forward
Aritz Elustondo;23;1594;3;2;1;0;28;6;8620;832;70;600;120;20;420;640;163;2017-2018;Real Sociedad;Spain;Spain;Defender
Arjen Robben;33;1507;5;5;0;0;6;19;7140;819;320;1050;830;130;140;10;257;2017-2018;Bayern Munich;Germany;Netherlands;Forward
Arkadiusz Milik;23;448;5;1;2;0;121;14;1100;780;60;80;140;10;50;40;207;2017-2018;Napoli;Italy;Poland;Forward
Arlind Ajeti;23;1271;0;1;7;0;7;0;2860;784;50;260;110;20;540;860;95;2017-2018;Crotone;Italy;Albania;Defender
Armando Izzo;25;1387;1;0;2;0;6;1;6350;750;10;450;90;0;610;880;10;2017-2018;Genoa;Italy;Italy;Defender
Armando Sadiku;26;268;0;0;1;0;0;2;490;721;20;40;50;0;10;0;83;2017-2018;Levante;Spain;Albania;Forward
Arnaud Lusamba;20;162;0;0;0;0;0;0;720;837;30;50;60;0;130;0;0;2017-2018;Nice;France;France;Midfielder
Arnaud Souquet;25;2415;0;3;4;0;11;1;13460;851;130;810;240;30;1300;510;155;2017-2018;Nice;France;France;Defender
Arne Maier;18;1223;0;1;1;0;7;1;5290;827;80;480;210;20;420;280;141;2017-2018;Hertha BSC;Germany;Germany;Midfielder
Arnold Bouka Moutou;28;336;0;0;1;0;0;0;1110;776;40;200;70;0;80;20;117;2017-2018;Dijon;France;Republic of the Congo;Defender
Aron Jóhannsson;26;276;1;0;0;0;33;7;790;760;70;150;170;10;60;70;15;2017-2018;Werder Bremen;Germany;United States;Midfielder
Arona Sané;22;66;0;0;0;0;0;1;90;643;0;0;20;0;10;0;0;2017-2018;Atlético Madrid;Spain;Senegal;Midfielder
Arthur Masuaku;23;1870;0;3;5;0;14;3;6760;730;180;510;370;60;960;330;126;2017-2018;West Ham;England;Democratic Republic of the Congo;Defender
Artur Ioniță;26;2669;0;2;4;0;7;8;7230;746;140;710;360;50;900;340;108;2017-2018;Cagliari;Italy;Moldova;Midfielder
Arturo Vidal;30;1456;6;2;6;0;49;21;10460;882;240;960;450;60;660;330;255;2017-2018;Bayern Munich;Germany;Chile;Midfielder
Ashley Barnes;27;2165;9;0;10;0;37;23;3230;619;170;280;470;50;350;220;142;2017-2018;Burnley;England;England;Forward
Ashley Westwood;27;1111;0;1;2;0;8;1;4930;812;80;470;150;20;360;250;174;2017-2018;Burnley;England;England;Midfielder
Ashley Williams;32;1834;1;0;3;1;5;3;5900;822;0;270;40;0;660;1790;121;2017-2018;Everton;England;Wales;Defender
Ashley Young;32;2442;2;4;7;0;22;4;12980;768;270;1140;560;80;1230;770;197;2017-2018;Manchester Utd;England;England;Defender
Asier Illarramendi;27;3163;7;5;9;2;34;12;21570;869;310;2750;830;130;1150;260;128;2017-2018;Real Sociedad;Spain;Spain;Midfielder
Assane Dioussé;19;1345;1;0;4;0;7;3;7150;845;100;630;160;0;450;120;168;2017-2018;Saint-Étienne;France;Senegal;Midfielder
Augusto Fernández;31;110;0;0;1;0;0;0;620;816;20;60;30;0;40;10;24;2017-2018;Atlético Madrid;Spain;Argentina;Midfielder
Axel Tuanzebe;19;1;0;0;0;0;0;0;0;;0;0;0;0;0;0;30;2017-2018;Manchester Utd;England;England;Forward
Aymen Abdennour;27;500;0;0;3;0;0;1;3040;905;0;70;10;0;80;80;238;2017-2018;Marseille;France;Tunisia;Defender
Aymen Barkok;19;314;0;1;1;0;29;0;890;748;70;70;100;10;120;10;156;2017-2018;Eint Frankfurt;Germany;Morocco;Midfielder
Aymeric Laporte;23;1710;0;0;5;0;0;2;8090;816;70;760;130;20;180;290;132;2017-2018;Athletic Club;Spain;Spain;Defender
Aymeric Laporte;23;806;0;0;1;0;0;0;7660;926;20;610;70;10;460;570;30;2017-2018;Manchester City;England;Spain;Defender
Ayoze Pérez;24;2492;8;5;3;0;47;23;5180;707;330;600;800;100;730;280;122;2017-2018;Newcastle Utd;England;Spain;Midfielder
Aythami Artiles;31;185;0;0;0;0;0;0;750;833;0;20;10;10;30;200;10;2017-2018;Las Palmas;Spain;Spain;Defender
Aïssa Mandi;25;3024;1;0;9;1;3;3;19310;907;50;1220;170;20;950;980;165;2017-2018;Betis;Spain;Algeria;Defender
Baba Rahman;23;34;0;0;0;0;0;0;140;667;0;20;10;0;20;10;30;2017-2018;Schalke 04;Germany;Ghana;Defender
Bacary Sagna;34;957;1;0;1;0;9;1;6810;881;120;340;160;0;170;350;85;2017-2018;Benevento;Italy;France;Defender
Badou Ndiaye;26;1138;2;1;5;0;24;6;2830;813;50;420;260;40;710;210;69;2017-2018;Stoke City;England;Senegal;Midfielder
Baissama Sankoh;25;1540;0;0;3;0;0;1;4320;791;80;400;130;0;440;410;104;2017-2018;Caen;France;Guinea;Midfielder
Bakary Koné;29;2462;1;0;3;0;4;2;8730;843;20;480;140;10;480;800;10;2017-2018;Strasbourg;France;Burkina Faso;Defender
Bakary Sako;29;478;3;0;0;0;56;6;970;610;70;70;180;30;80;20;106;2017-2018;Crystal Palace;England;Mali;Forward
Bakaye Dibassy;27;2778;1;2;4;0;1;2;9860;757;80;710;240;20;1180;980;134;2017-2018;Amiens;France;Mali;Defender
Bakery Jatta;19;297;0;1;1;0;3;2;660;647;20;90;60;10;130;50;13;2017-2018;Hamburger SV;Germany;Gambia;Midfielder
Baptiste Guillaume;22;458;1;1;3;0;39;4;500;581;30;60;70;10;50;20;125;2017-2018;Angers;France;Belgium;Forward
Baptiste Santamaria;22;2591;0;0;6;0;0;2;9360;801;160;1050;370;10;1020;410;106;2017-2018;Angers;France;France;Midfielder
Barri;21;115;0;0;0;0;0;1;140;609;0;50;10;0;10;40;30;2017-2018;Getafe;Spain;Spain;Midfielder
Bartosz Bereszyński;25;2480;0;1;5;0;4;0;12650;795;120;1240;300;30;880;640;145;2017-2018;Sampdoria;Italy;Poland;Defender
Bartosz Kapustka;20;235;1;0;0;0;38;2;460;597;0;40;10;0;70;20;71;2017-2018;Freiburg;Germany;Poland;Forward
Bartosz Salamon;26;1725;0;0;5;0;0;1;7090;790;40;580;110;10;720;1220;95;2017-2018;SPAL;Italy;Poland;Defender
Bassem Srarfi;20;870;3;1;1;0;41;7;3030;815;80;200;300;30;260;40;123;2017-2018;Nice;France;Tunisia;Forward
Bastian Oczipka;28;2320;0;2;2;0;8;3;10330;726;570;1320;900;50;770;300;193;2017-2018;Schalke 04;Germany;Germany;Defender
Bastos;26;1407;4;0;4;0;26;4;7860;908;30;350;70;10;530;500;171;2017-2018;Lazio;Italy;Angola;Defender
Bebé;27;365;0;1;0;0;25;1;910;599;80;20;110;0;60;0;10;2017-2018;Eibar;Spain;Portugal;Midfielder
Ben Chilwell;20;1853;0;2;2;2;1;1;8560;726;220;780;440;40;750;820;133;2017-2018;Leicester City;England;England;Defender
Ben Davies;24;2324;2;6;3;0;31;6;13230;756;470;1670;750;70;830;690;20;2017-2018;Tottenham;England;Wales;Defender
Ben Mee;27;2610;0;0;5;0;0;6;8200;776;60;670;160;0;760;2390;138;2017-2018;Burnley;England;England;Defender
Ben Watson;32;456;0;0;1;0;0;0;2050;810;30;150;50;0;260;90;88;2017-2018;Watford;England;England;Midfielder
Ben Woodburn;17;7;0;0;0;0;0;0;70;875;0;0;0;0;0;0;30;2017-2018;Liverpool;England;Wales;Midfielder
Benedikt Höwedes;29;247;1;0;1;0;36;1;1930;906;20;40;30;10;50;80;20;2017-2018;Juventus;Italy;Germany;Defender
Beni Baningime;18;198;0;0;1;0;0;0;660;795;0;80;10;0;180;20;125;2017-2018;Everton;England;Democratic Republic of the Congo;Midfielder
Benik Afobe;24;611;0;0;0;0;0;3;1160;773;20;60;80;10;80;90;106;2017-2018;Bournemouth;England;Democratic Republic of the Congo;Forward
Benito Ramírez;22;167;0;0;0;0;0;1;440;579;20;10;50;10;30;0;0;2017-2018;Las Palmas;Spain;Spain;Forward
Benjamin André;26;3012;3;2;11;2;15;9;14530;779;280;1480;670;60;1350;690;159;2017-2018;Rennes;France;France;Midfielder
Benjamin Bourigeaud;23;3102;10;7;3;0;49;25;12760;718;1030;1780;1480;130;890;190;157;2017-2018;Rennes;France;France;Midfielder
Benjamin Corgnet;30;1376;0;2;2;0;13;9;3690;652;160;380;410;30;420;100;67;2017-2018;Strasbourg;France;France;Midfielder
Benjamin Henrichs;20;1268;0;1;1;1;7;3;5890;717;130;700;300;30;580;360;161;2017-2018;Leverkusen;Germany;Germany;Defender
Benjamin Hübner;28;2315;3;2;9;0;19;6;12230;835;90;1300;210;40;980;1020;167;2017-2018;Hoffenheim;Germany;Germany;Defender
Benjamin Jeannot;25;1405;4;1;4;0;32;8;2280;706;110;190;210;30;210;190;113;2017-2018;Dijon;France;France;Forward
Benjamin Mendy;23;363;0;1;2;0;25;1;2170;783;90;230;120;30;130;70;271;2017-2018;Manchester City;England;France;Defender
Benjamin Nivet;40;1371;2;2;0;0;26;4;5430;771;290;700;410;40;450;180;81;2017-2018;Troyes;France;France;Midfielder
Benjamin Pavard;21;3060;1;0;2;0;3;2;16180;837;50;1010;180;0;980;2110;15;2017-2018;Stuttgart;Germany;France;Defender
Benjamin Stambouli;26;2197;0;2;4;0;8;0;10730;787;90;1250;230;40;1270;830;20;2017-2018;Schalke 04;Germany;France;Defender
Benno Schmitz;22;82;0;0;0;0;0;0;410;745;20;10;30;0;20;20;15;2017-2018;RB Leipzig;Germany;Germany;Defender
Benoît Assou-Ekotto;33;1053;0;0;2;3;0;0;4360;719;80;500;150;0;480;60;62;2017-2018;Metz;France;Cameroon;Defender
Beram Kayal;29;745;0;0;2;0;0;1;1910;803;100;190;150;0;480;90;105;2017-2018;Brighton;England;Israel;Midfielder
Berat Djimsiti;24;2700;0;1;2;0;3;2;14300;874;30;760;170;10;620;1710;7;2017-2018;Benevento;Italy;Albania;Defender
Berkay Özcan;19;1002;1;2;1;0;27;7;3370;741;160;310;290;40;160;50;135;2017-2018;Stuttgart;Germany;Turkey;Midfielder
Bernardo;22;1350;1;1;2;0;13;4;6620;742;50;720;170;30;630;690;178;2017-2018;RB Leipzig;Germany;Brazil;Defender
Bernardo Espinosa;28;2868;0;3;7;0;9;6;9620;788;60;440;140;30;650;1400;129;2017-2018;Girona;Spain;Colombia;Defender
Bernardo Silva;22;1533;6;4;0;0;59;14;8420;843;300;610;590;50;410;80;26;2017-2018;Manchester City;England;Portugal;Forward
Bertrand Traoré;21;2285;13;4;3;0;67;29;8310;800;260;830;860;140;670;230;20;2017-2018;Lyon;France;Burkina Faso;Forward
Beñat Etxebarria;30;1125;0;2;3;0;16;3;6200;785;260;740;510;60;480;90;104;2017-2018;Athletic Club;Spain;Spain;Midfielder
Billy Ketkeophomphone;27;437;0;0;0;0;0;5;1380;742;60;140;120;10;250;10;77;2017-2018;Angers;France;France;Midfielder
Birk Risa;19;81;0;0;0;0;0;1;120;750;10;10;20;0;10;10;15;2017-2018;Köln;Germany;Norway;Forward
Blaise Matuidi;30;2354;3;1;3;0;15;7;12390;889;170;930;360;20;10;0;241;2017-2018;Juventus;Italy;France;Midfielder
Blaise Matuidi;30;28;0;0;0;0;0;0;130;813;0;0;0;0;780;150;30;2017-2018;Paris S-G;France;France;Midfielder
Blerim Džemaili;31;1193;1;0;4;0;8;8;3860;786;90;460;190;20;340;130;93;2017-2018;Bologna;Italy;Switzerland;Midfielder
Bobby Wood;24;1609;2;0;2;1;11;9;2430;702;160;260;310;20;100;130;92;2017-2018;Hamburger SV;Germany;United States;Forward
Bojan Krkić;26;71;0;0;0;0;0;0;230;821;10;30;10;0;30;0;0;2017-2018;Stoke City;England;Spain;Forward
Bojan Krkić;26;445;0;0;0;0;0;4;1090;790;20;50;60;0;60;0;92;2017-2018;Alavés;Spain;Spain;Forward
Bongani Zungu;24;2084;1;0;5;0;4;4;8960;827;140;830;250;0;820;270;119;2017-2018;Amiens;France;South Africa;Midfielder
Borja Bastón;24;992;2;0;2;0;18;8;1750;758;50;30;180;30;100;30;5;2017-2018;Málaga;Spain;Spain;Forward
Borja García;26;2785;2;5;2;0;23;10;11430;817;570;1310;1150;80;570;120;138;2017-2018;Girona;Spain;Spain;Midfielder
Borja Herrera;24;240;0;0;0;0;0;0;1570;849;10;140;20;0;40;40;0;2017-2018;Las Palmas;Spain;Spain;Defender
Borja Lasso;23;53;0;0;0;0;0;0;250;714;10;30;10;0;20;0;10;2017-2018;Sevilla;Spain;Spain;Midfielder
Borja Mayoral;20;349;3;1;0;0;103;10;940;832;30;40;100;30;50;10;207;2017-2018;Real Madrid;Spain;Spain;Forward
Borja Valero;32;2564;2;0;3;0;7;8;18640;905;350;1500;790;0;620;300;183;2017-2018;Inter;Italy;Spain;Midfielder
Borja Valle;25;497;3;2;1;0;91;7;990;723;70;60;110;40;70;50;82;2017-2018;La Coruña;Spain;Spain;Forward
Boubacar Kamara;17;455;0;0;1;0;0;1;2490;865;10;100;40;20;170;80;233;2017-2018;Marseille;France;France;Defender
Boubakary Soumaré;18;512;0;0;1;0;0;0;2920;844;30;320;110;10;210;60;10;2017-2018;Lille;France;France;Midfielder
Boukary Dramé;32;95;0;0;0;0;0;0;450;776;0;20;10;0;30;10;10;2017-2018;SPAL;Italy;Senegal;Defender
Bouna Sarr;25;1792;0;2;5;0;1;2;10830;840;290;760;590;50;890;160;193;2017-2018;Marseille;France;Guinea;Defender
Boštjan Cesar;35;550;0;0;1;0;0;0;1860;782;0;160;10;0;100;390;12;2017-2018;Chievo;Italy;Slovenia;Defender
Brahim Díaz;17;55;0;0;0;0;0;1;260;929;0;0;20;0;20;0;26;2017-2018;Manchester City;England;Spain;Forward
Brais Méndez;20;951;1;2;0;0;28;9;3490;747;90;400;270;40;110;50;125;2017-2018;Celta Vigo;Spain;Spain;Midfielder
Bram Nuytinck;27;2362;1;1;2;0;8;1;10540;856;20;710;90;40;730;1420;122;2017-2018;Udinese;Italy;Netherlands;Defender
Brandon;22;358;1;0;0;0;25;4;860;729;70;50;120;0;150;20;182;2017-2018;Rennes;France;Spain;Midfielder
Branimir Hrgota;24;196;0;0;1;0;0;2;320;627;20;20;50;0;70;0;5;2017-2018;Eint Frankfurt;Germany;Sweden;Forward
Breel Embolo;20;919;3;0;4;0;29;11;1600;755;30;160;260;50;220;60;171;2017-2018;Schalke 04;Germany;Switzerland;Forward
Brian Fernández;22;128;0;0;0;0;0;2;170;708;30;10;60;0;10;0;0;2017-2018;Metz;France;Argentina;Forward
Bright Gyamfi;21;326;0;0;1;0;0;2;1420;780;10;100;20;0;100;90;89;2017-2018;Benevento;Italy;Ghana;Defender
Brighton Labeau;21;23;0;0;1;0;0;0;30;1000;0;0;0;0;0;0;0;2017-2018;Amiens;France;France;Forward
Brown Ideye;28;736;1;0;2;0;12;3;1090;699;40;80;110;0;20;80;23;2017-2018;Málaga;Spain;Nigeria;Forward
Bruma;22;1611;4;2;0;0;34;15;6730;785;250;880;580;50;230;100;143;2017-2018;RB Leipzig;Germany;Portugal;Midfielder
Bruno;36;2016;0;0;3;0;0;1;9620;791;90;540;220;10;730;630;124;2017-2018;Brighton;England;Spain;Defender
Bruno Gama;29;118;0;0;1;0;0;0;340;723;20;60;80;0;10;30;4;2017-2018;La Coruña;Spain;Portugal;Forward
Bruno Gaspar;24;781;0;2;2;0;23;0;4610;802;100;510;190;20;280;170;153;2017-2018;Fiorentina;Italy;Angola;Defender
Bruno González;27;1543;0;2;5;0;12;0;2490;654;30;140;80;10;380;750;16;2017-2018;Getafe;Spain;Spain;Defender
Bruno Martella;24;2616;1;3;3;0;14;5;9690;694;250;1310;410;40;510;1130;97;2017-2018;Crotone;Italy;Italy;Defender
Bruno Martins Indi;25;1243;0;0;3;0;0;0;2900;810;30;150;50;10;420;900;76;2017-2018;Stoke City;England;Netherlands;Defender
Bruno Peres;27;1155;0;0;1;0;0;3;6610;820;150;680;250;0;370;170;20;2017-2018;Roma;Italy;Brazil;Defender
Bruno Petković;22;922;0;2;1;0;2;5;1660;634;100;160;240;40;110;30;56;2017-2018;Hellas Verona;Italy;Croatia;Forward
Bruno Petković;22;329;0;1;3;0;27;1;830;735;30;90;110;10;170;130;89;2017-2018;Bologna;Italy;Croatia;Forward
Bruno Zuculini;24;1216;2;0;6;5;15;2;5250;835;10;440;130;20;860;370;56;2017-2018;Hellas Verona;Italy;Argentina;Midfielder
Bryan Cristante;22;2824;9;2;4;0;35;21;12230;772;400;1750;860;60;1010;400;156;2017-2018;Atalanta;Italy;Italy;Midfielder
Bryan Dabo;25;591;1;0;2;2;15;1;2470;772;40;230;70;10;320;190;17;2017-2018;Fiorentina;Italy;Burkina Faso;Midfielder
Bryan Dabo;25;1284;2;0;10;0;14;4;4770;786;130;410;290;30;250;180;138;2017-2018;Saint-Étienne;France;Burkina Faso;Midfielder
Bryan Mbeumo;17;64;0;0;0;0;0;1;130;542;0;20;0;0;20;20;10;2017-2018;Troyes;France;France;Forward
Bryan Pelé;25;1616;2;2;1;0;22;8;4070;683;230;510;490;60;280;50;87;2017-2018;Troyes;France;France;Forward
Burgui;23;1037;1;1;1;0;17;4;2640;746;170;470;420;30;160;10;83;2017-2018;Alavés;Spain;Spain;Forward
Cafú;24;679;0;0;2;0;0;3;2310;822;40;260;80;0;210;90;4;2017-2018;Metz;France;Portugal;Midfielder
Caiuby;29;2855;5;7;8;0;38;25;7000;669;300;840;710;130;600;480;124;2017-2018;Augsburg;Germany;Brazil;Forward
Cala;27;1800;2;2;9;0;2;6;4120;605;30;390;80;30;390;750;125;2017-2018;Getafe;Spain;Spain;Defender
Caleb Stanko;24;191;0;0;0;0;0;0;1000;847;0;90;0;0;40;180;217;2017-2018;Freiburg;Germany;United States;Defender
Callum Hudson-Odoi;16;29;0;0;0;0;0;1;130;813;0;20;20;0;0;0;0;2017-2018;Chelsea;England;England;Forward
Callum Wilson;25;1981;8;2;0;0;45;19;3040;707;210;240;440;60;180;120;132;2017-2018;Bournemouth;England;England;Forward
Calum Chambers;22;866;0;0;1;0;0;3;5260;844;30;400;80;10;420;440;167;2017-2018;Arsenal;England;England;Defender
Carles Gil;24;476;0;2;0;0;38;2;1860;857;90;260;210;10;40;10;7;2017-2018;La Coruña;Spain;Spain;Forward
Carles Planas;26;193;0;0;0;0;0;0;810;736;30;70;40;0;70;20;14;2017-2018;Girona;Spain;Spain;Defender
Carlos Bacca;30;2477;15;5;9;0;73;36;3800;720;300;320;720;150;110;100;163;2017-2018;Villarreal;Spain;Colombia;Forward
Carlos Calderón;22;6;0;0;0;0;0;0;10;500;0;0;0;0;0;0;10;2017-2018;Getafe;Spain;Spain;Forward
Carlos Fernández;21;135;1;0;0;0;67;2;260;743;20;10;40;0;10;0;5;2017-2018;Sevilla;Spain;Spain;Forward
Carlos Isaac;19;62;0;0;1;0;0;0;350;814;0;20;0;0;10;0;30;2017-2018;Atlético Madrid;Spain;Spain;Defender
Carlos Martínez;31;3;0;0;0;0;0;0;30;500;0;10;0;0;0;0;30;2017-2018;Real Sociedad;Spain;Spain;Defender
Carlos Salcedo;23;1607;0;0;5;0;0;2;7830;797;10;650;70;10;430;960;16;2017-2018;Eint Frankfurt;Germany;Mexico;Defender
Carlos Soler;20;2357;1;4;4;0;19;17;7990;805;350;850;680;70;540;150;203;2017-2018;Valencia;Spain;Spain;Midfielder
Carlos Sánchez;31;368;1;0;2;0;24;2;2060;824;0;130;0;0;130;80;10;2017-2018;Fiorentina;Italy;Colombia;Midfielder
Carlos Sánchez;31;1122;0;0;3;0;0;0;4790;834;40;310;130;0;290;220;143;2017-2018;Espanyol;Spain;Colombia;Midfielder
Carlos Vela;28;393;1;0;0;0;23;3;1630;787;120;220;240;20;120;0;146;2017-2018;Real Sociedad;Spain;Mexico;Forward
Carlos Vigaray;22;897;0;0;6;0;0;0;2110;641;20;180;100;0;360;90;25;2017-2018;Alavés;Spain;Spain;Defender
Casemiro;25;2589;5;3;8;0;28;12;15150;873;200;1210;590;50;1320;370;203;2017-2018;Real Madrid;Spain;Brazil;Midfielder
Casimir Ninga;24;1286;1;0;1;0;7;10;1960;690;160;160;370;40;120;90;128;2017-2018;Montpellier;France;Chad;Forward
Cedric Teuchert;20;34;0;0;0;0;0;2;70;700;0;0;0;0;0;0;25;2017-2018;Schalke 04;Germany;Germany;Midfielder
Celso Borges;29;2295;3;3;4;2;24;8;9240;764;220;1050;500;40;700;260;88;2017-2018;La Coruña;Spain;Costa Rica;Midfielder
Cengiz Ünder;20;1249;7;2;0;0;65;17;3020;676;210;300;450;40;170;50;192;2017-2018;Roma;Italy;Turkey;Forward
Cenk Tosun;26;986;5;0;0;0;46;8;1940;708;140;110;250;10;90;90;114;2017-2018;Everton;England;Turkey;Forward
Cesar Falletti;24;321;1;0;1;0;28;3;1360;773;40;160;70;0;110;0;69;2017-2018;Bologna;Italy;Uruguay;Forward
Cesc Fàbregas;30;2307;2;4;5;2;23;10;18490;798;870;3130;1580;130;990;170;172;2017-2018;Chelsea;England;Spain;Midfielder
Chadrac Akolo;22;1102;5;0;2;0;41;15;2420;766;130;270;280;20;210;20;145;2017-2018;Stuttgart;Germany;Democratic Republic of the Congo;Forward
Chancel Mbemba;22;672;0;0;0;0;0;0;2010;728;40;210;110;0;380;430;111;2017-2018;Newcastle Utd;England;Democratic Republic of the Congo;Defender
Chaouki Ben Saada;33;341;0;0;3;0;0;2;1500;765;80;240;150;10;80;20;94;2017-2018;Troyes;France;Tunisia;Forward
Charalambos Lykogiannis;23;687;0;1;2;0;13;2;1670;576;20;170;30;20;290;370;82;2017-2018;Cagliari;Italy;Greece;Defender
Charles;33;1578;8;1;5;1;51;15;2860;689;160;190;370;50;130;70;133;2017-2018;Eibar;Spain;Brazil;Forward
Charles Aránguiz;28;2302;1;3;4;0;16;5;14850;858;230;1970;590;60;1070;320;163;2017-2018;Leverkusen;Germany;Chile;Midfielder
Charles Traore;25;2999;0;3;8;1;9;3;12350;724;220;1180;400;40;1200;820;94;2017-2018;Troyes;France;Mali;Defender
Charlie Adam;31;411;0;0;2;1;0;2;1700;594;70;280;190;10;160;120;91;2017-2018;Stoke City;England;Scotland;Midfielder
Charlie Austin;28;1037;7;0;2;0;61;25;1740;704;20;170;200;20;110;80;92;2017-2018;Southampton;England;England;Forward
Charlie Daniels;30;3002;1;3;0;0;12;6;15460;768;310;1280;530;30;1020;1100;114;2017-2018;Bournemouth;England;England;Defender
Charlie Taylor;23;950;0;0;3;0;0;0;3110;682;60;240;130;0;390;470;73;2017-2018;Burnley;England;England;Defender
Charlison Benschop;27;184;1;0;0;0;49;1;370;685;20;80;20;0;70;20;129;2017-2018;Hannover 96;Germany;Cura�ao;Midfielder
Charly Charrier;31;105;0;0;0;0;0;0;530;746;10;40;20;0;10;0;0;2017-2018;Amiens;France;France;Midfielder
Charly Musonda Jr.;20;37;0;0;0;0;0;0;150;882;10;10;10;10;0;10;10;2017-2018;Chelsea;England;Belgium;Forward
Cheick Diabaté;29;664;8;0;1;2;108;11;890;761;20;60;50;10;10;50;118;2017-2018;Benevento;Italy;Mali;Forward
Cheick Doukouré;24;1021;1;0;4;0;9;1;2580;819;40;220;90;10;350;50;89;2017-2018;Levante;Spain;C�te d'Ivoire;Midfielder
Cheick Keita;21;127;0;0;0;0;0;0;310;886;0;0;20;0;30;20;0;2017-2018;Bologna;Italy;Mali;Defender
Cheikh M'Bengue;29;488;0;1;2;0;18;1;1580;749;10;210;60;0;170;150;29;2017-2018;Saint-Étienne;France;Senegal;Defender
Cheikhou Kouyaté;27;2799;2;3;5;0;16;4;7420;771;140;540;330;70;1180;840;106;2017-2018;West Ham;England;Senegal;Midfielder
Chema;25;2020;1;0;8;1;4;3;5520;771;50;450;110;20;380;900;108;2017-2018;Levante;Spain;Spain;Defender
Chidozie Awaziem;20;1512;1;0;2;1;6;2;4610;726;30;450;110;10;560;570;15;2017-2018;Nantes;France;Nigeria;Defender
Chory Castro;32;2049;4;2;5;2;26;10;6550;656;350;940;580;30;490;110;73;2017-2018;Málaga;Spain;Uruguay;Midfielder
Chris Brunt;32;1920;0;7;5;0;33;5;7300;693;410;1010;670;80;790;450;104;2017-2018;West Brom;England;Northern Ireland;Midfielder
Chris Führich;19;95;0;0;0;0;0;0;240;774;10;50;30;0;40;0;15;2017-2018;Köln;Germany;Germany;Midfielder
Chris Löwe;28;1588;0;0;1;0;0;2;5980;714;70;510;170;20;780;730;104;2017-2018;Huddersfield;England;Germany;Defender
Chris Philipps;23;849;0;0;4;0;0;1;3260;769;70;310;160;10;430;150;36;2017-2018;Metz;France;Luxembourg;Midfielder
Chris Smalling;27;2536;4;0;4;0;14;6;10260;905;30;250;80;0;1000;1780;207;2017-2018;Manchester Utd;England;England;Defender
Chris Wood;25;1624;10;1;1;0;61;24;2540;620;110;100;240;40;90;140;167;2017-2018;Burnley;England;New Zealand;Forward
Christian Atsu;25;1784;2;2;1;0;2;13;3550;700;240;300;460;60;360;180;132;2017-2018;Newcastle Utd;England;Ghana;Forward
Christian Benteke;26;2240;3;5;6;0;32;17;3900;591;260;450;600;130;170;420;123;2017-2018;Crystal Palace;England;Belgium;Forward
Christian Clemens;25;646;1;0;2;0;14;4;1570;662;100;190;170;10;120;90;107;2017-2018;Köln;Germany;Germany;Midfielder
Christian Eriksen;25;3218;10;10;0;0;56;39;18950;771;1010;2550;1760;160;930;130;205;2017-2018;Tottenham;England;Denmark;Midfielder
